,train/loss,train/loss_step,train/loss_epoch,nfe,integ_error,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions,lr-AdamW,test_sample/mmd
general__c2_std0.3_fourier16_seed50,1.794586181640625,1.6388037204742432,1.794586181640625,56.0,0.0,,,,,,1.3542187213897705,2.1514639854431152,0.0,1.0,1.1660164594650269,11.155830383300781,0.8877073526382446,2.827582359313965,1.0000001111620804e-06,1.4012578049005242e-06,0.3426855206489563,0.052931852638721466,0.15446190536022186,0.35199999809265137,0.3396666646003723,2.5454776287078857,2.6773693561553955,0.9507383108139038,2.2782270908355713,2.3511722087860107,0.9689750075340271,2.265023708343506,2.320913791656494,1.2582390308380127,1.090286135673523,0.05589008703827858,1.0617586374282837,0.0041890558786690235,1.2591551542282104,1.0,2.304746627807617,poincare,2,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.5_fourier16_seed34,2.337250232696533,2.2484560012817383,2.337250232696533,62.5,0.0,2.350865125656128,2.350865125656128,2.052175998687744,2.052175998687744,2.052175998687744,2.026902437210083,2.099158763885498,0.0,1.0,1.1237668991088867,11.699065208435059,0.9119736552238464,2.7641122341156006,1.0000001111620804e-06,1.5170737697189907e-06,0.37018489837646484,0.04288877919316292,0.11585772037506104,0.3648333251476288,0.33116665482521057,2.6172149181365967,2.629058599472046,0.9954951405525208,2.3443667888641357,2.3258261680603027,1.0079716444015503,2.269352436065674,2.298811912536621,1.0413354635238647,1.0825227499008179,0.029459478333592415,1.184657335281372,0.039889730513095856,1.114154577255249,1.0,2.3482472896575928,poincare,2,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.5_fourier16_seed42,2.3875861167907715,2.3088231086730957,2.3875861167907715,68.0,0.0,2.341506004333496,2.341506004333496,2.0620810985565186,2.0620810985565186,2.0620810985565186,2.0274834632873535,2.1538970470428467,0.0,1.0,1.1489195823669434,12.635222434997559,0.9087421894073486,2.782287836074829,1.0000001111620804e-06,1.485659709032916e-06,0.339678019285202,0.037822164595127106,0.11134710907936096,0.3858333230018616,0.35116666555404663,2.5842113494873047,2.686429738998413,0.9619501233100891,2.3231148719787598,2.356048822402954,0.9860214591026306,2.256100654602051,2.3237946033477783,1.0279157161712646,1.0737605094909668,0.06769394874572754,1.1834402084350586,0.04258909448981285,1.1403543949127197,1.0,2.3472561836242676,poincare,2,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.5_fourier16_seed50,2.3385558128356934,2.521207809448242,2.3385558128356934,68.5,0.0,2.3612725734710693,2.3612725734710693,2.0568583011627197,2.0568583011627197,2.0568583011627197,2.0811867713928223,2.072721242904663,0.0,1.0,1.1374679803848267,12.262068748474121,0.8806701898574829,2.7439866065979004,1.0000001111620804e-06,1.4385599342858768e-06,0.3708304166793823,0.04503271356225014,0.12143749743700027,0.38199999928474426,0.3606666624546051,2.593892812728882,2.6773693561553955,0.9688213467597961,2.325540065765381,2.3511722087860107,0.9890981316566467,2.261021375656128,2.320913791656494,1.0946524143218994,1.090286135673523,0.05989241600036621,1.1832727193832397,0.042186278849840164,1.1376410722732544,1.0,2.330704927444458,poincare,2,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.7_fourier16_seed34,3.114783525466919,3.4787709712982178,3.114783525466919,63.5,0.0,3.0463926792144775,3.0463926792144775,4.185937404632568,4.185937404632568,4.18593692779541,4.165653705596924,2.213001251220703,0.0,1.0,1.1606414318084717,12.18761157989502,0.9284973740577698,2.841463804244995,1.0000001111620804e-06,1.5200657799141482e-06,0.3534238338470459,0.04058968275785446,0.11484704911708832,0.37283334136009216,0.33666667342185974,2.4866421222686768,2.629058599472046,0.9458298087120056,2.2668089866638184,2.3258261680603027,0.9746253490447998,2.2028841972351074,2.298811912536621,1.055291771888733,1.0825227499008179,0.09592771530151367,1.399890661239624,0.23289337754249573,0.8989212512969971,1.0,2.309622287750244,poincare,2,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.7_fourier16_seed42,3.1869959831237793,3.1588611602783203,3.1869959831237793,62.0,0.0,3.1229491233825684,3.1229491233825684,4.357799530029297,4.357799530029297,4.357799530029297,4.3045220375061035,2.217454195022583,0.0,1.0,1.164814829826355,14.14513111114502,0.9235398173332214,2.8136348724365234,1.0000001111620804e-06,1.5977258271959727e-06,0.34543946385383606,0.03909884765744209,0.1131858080625534,0.38733333349227905,0.3451666533946991,2.4894871711730957,2.686429738998413,0.926689863204956,2.2626004219055176,2.356048822402954,0.9603368043899536,2.2154157161712646,2.3237946033477783,1.1620557308197021,1.0737605094909668,0.10837888717651367,1.3984962701797485,0.2509843409061432,0.9252983331680298,1.0,2.317293405532837,poincare,2,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c2_std0.7_fourier16_seed50,3.179206132888794,3.1434526443481445,3.179206132888794,62.5,0.0,3.1062655448913574,3.1062655448913574,4.227731227874756,4.227731227874756,4.227731227874756,4.323550224304199,2.193230390548706,0.0,1.0,1.1740198135375977,13.2004976272583,0.9004818797111511,2.8146581649780273,1.0000001111620804e-06,1.5032672990855644e-06,0.3739147484302521,0.03781653195619583,0.10113676637411118,0.3840000033378601,0.35066667199134827,2.461099624633789,2.6773693561553955,0.9192230701446533,2.2499866485595703,2.3511722087860107,0.9569637775421143,2.1930136680603027,2.320913791656494,1.0796902179718018,1.090286135673523,0.1279001235961914,1.3979929685592651,0.24597406387329102,0.922920823097229,1.0,2.2916347980499268,poincare,2,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.3_fourier16_seed34,4.0041046142578125,3.295506477355957,4.0041046142578125,56.0,0.0,,,,,,0.8640348315238953,3.994905948638916,0.0,1.0,1.3074727058410645,20.774633407592773,1.5035758018493652,3.904073476791382,1.0000001111620804e-06,1.4956635823182296e-06,0.3776583671569824,0.058433808386325836,0.15472663938999176,0.3684999942779541,0.3369999825954437,2.53402042388916,2.632781982421875,0.9624878168106079,2.3370349407196045,2.3953044414520264,0.9756734371185303,3.279461145401001,3.369128942489624,4.825028896331787,4.434128761291504,0.08966779708862305,1.095189094543457,0.009617548435926437,2.273939847946167,1.0,2.3805370330810547,poincare,3,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.3_fourier16_seed42,4.1728386878967285,3.6557931900024414,4.1728386878967285,56.0,0.0,,,,,,0.8741976022720337,3.754511833190918,0.0,1.0,1.2953636646270752,21.205581665039062,1.4281291961669922,3.764427661895752,1.0000001111620804e-06,1.5031507700768998e-06,0.3638337254524231,0.06705649197101593,0.1843053251504898,0.35850000381469727,0.3369999825954437,2.487283945083618,2.6888668537139893,0.925030529499054,2.3085200786590576,2.426328659057617,0.9514456987380981,3.2444329261779785,3.415940761566162,5.113048076629639,4.388518333435059,0.1715078353881836,1.094434380531311,0.010208594612777233,2.3215065002441406,1.0,2.3758792877197266,poincare,3,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.3_fourier16_seed50,4.067407608032227,3.4441351890563965,4.067407608032227,56.0,0.0,,,,,,0.8939752578735352,3.747692823410034,0.0,1.0,1.2969881296157837,20.4776668548584,1.4300986528396606,3.828817129135132,1.0000001111620804e-06,1.5329328562074807e-06,0.36287474632263184,0.07101753354072571,0.19570811092853546,0.35366666316986084,0.3310000002384186,2.4924609661102295,2.679960012435913,0.9300366044044495,2.3151769638061523,2.421220064163208,0.9562026262283325,3.2330636978149414,3.4119479656219482,4.753084182739258,4.472816467285156,0.17888428270816803,1.0943586826324463,0.010148497298359871,2.317589282989502,1.0,2.360058546066284,poincare,3,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.5_fourier16_seed34,4.990958213806152,5.818192481994629,4.990958213806152,74.0,0.0,4.86544942855835,4.86544942855835,1.7482428550720215,1.7482428550720215,1.7482428550720215,1.7038793563842773,4.042708873748779,0.0,1.0,1.3064918518066406,23.479394912719727,1.5199534893035889,3.8486015796661377,1.0000001111620804e-06,1.5760668929942767e-06,0.3680458068847656,0.06004533916711807,0.16314636170864105,0.3738333284854889,0.3434999883174896,2.541632890701294,2.632781982421875,0.9653791785240173,2.381071090698242,2.3953044414520264,0.994057834148407,3.193291664123535,3.369128942489624,4.027076244354248,4.434128761291504,0.17583727836608887,1.291616678237915,0.11119121313095093,2.077512264251709,1.0,2.400916576385498,poincare,3,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.5_fourier16_seed42,5.173280239105225,5.003339767456055,5.173280239105225,74.0,0.0,4.897702693939209,4.897702693939209,1.9164574146270752,1.9164574146270752,1.9164570569992065,1.8518517017364502,3.8945748805999756,0.0,1.0,1.305034875869751,25.15206527709961,1.467128872871399,3.7658519744873047,1.0000001111620804e-06,1.636097181290097e-06,0.36835020780563354,0.05521397292613983,0.1498953253030777,0.37283334136009216,0.336166650056839,2.4497835636138916,2.6888668537139893,0.911083996295929,2.3212058544158936,2.426328659057617,0.9566740989685059,3.106961488723755,3.415940761566162,3.9815661907196045,4.388518333435059,0.3089792728424072,1.290150761604309,0.11937060207128525,2.1257901191711426,1.0,2.3809425830841064,poincare,3,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.5_fourier16_seed50,4.999803066253662,5.698066711425781,4.999803066253662,71.5,0.0,4.966877460479736,4.966877460479736,1.8594051599502563,1.8594051599502563,1.8594051599502563,1.8785351514816284,3.7499756813049316,0.0,1.0,1.2931499481201172,24.612934112548828,1.4352844953536987,3.74825119972229,1.0000001111620804e-06,1.5555381196463713e-06,0.37125933170318604,0.0613272488117218,0.16518709063529968,0.37533333897590637,0.34566667675971985,2.4802048206329346,2.679960012435913,0.9254633784294128,2.339585542678833,2.421220064163208,0.9662837982177734,3.120415687561035,3.4119479656219482,3.7647743225097656,4.472816467285156,0.2915322780609131,1.2898391485214233,0.11765338480472565,2.1221089363098145,1.0,2.3741939067840576,poincare,3,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.7_fourier16_seed34,6.6725993156433105,5.2531867027282715,6.6725993156433105,73.0,0.0,6.219916820526123,6.219916820526123,4.034605026245117,4.034605026245117,4.034605026245117,4.014068126678467,4.191295623779297,0.0,1.0,1.345334529876709,25.695598602294922,1.5363117456436157,3.931241273880005,1.0000001111620804e-06,1.6320556142090936e-06,0.36758434772491455,0.04888326674699783,0.1329851597547531,0.40799999237060547,0.36916667222976685,2.478438377380371,2.632781982421875,0.9413762092590332,2.324647903442383,2.3953044414520264,0.9705021381378174,3.1992685794830322,3.369128942489624,5.231201648712158,4.434128761291504,0.1698603630065918,1.6667890548706055,0.8302878141403198,1.7023398876190186,1.0,2.3718388080596924,poincare,3,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.7_fourier16_seed42,6.629924297332764,5.543179988861084,6.629924297332764,71.5,0.0,6.394429683685303,6.394429683685303,4.153665542602539,4.153665542602539,4.153665542602539,4.113085746765137,4.214348316192627,0.0,1.0,1.3586983680725098,29.74997901916504,1.5261510610580444,3.880363702774048,1.0000001111620804e-06,1.6422364979007398e-06,0.3638417422771454,0.05472914129495621,0.1504201740026474,0.38466668128967285,0.34183332324028015,2.4745845794677734,2.6888668537139893,0.9203076362609863,2.3192529678344727,2.426328659057617,0.955869197845459,3.2088379859924316,3.415940761566162,5.763731002807617,4.388518333435059,0.20710301399230957,1.6668576002120972,0.8966593146324158,1.749083161354065,1.0,2.380943775177002,poincare,3,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c3_std0.7_fourier16_seed50,6.780442714691162,6.886828899383545,6.780442714691162,74.0,0.0,6.471190929412842,6.471190929412842,4.2275004386901855,4.2275004386901855,4.2275004386901855,4.307314872741699,3.942138433456421,0.0,1.0,1.330170750617981,26.75543212890625,1.4664613008499146,3.836251735687256,1.0000001111620804e-06,1.6313496189468424e-06,0.38524842262268066,0.05587559938430786,0.14503784477710724,0.3956666588783264,0.3661666810512543,2.471278667449951,2.679960012435913,0.922132670879364,2.3209493160247803,2.421220064163208,0.9585866928100586,3.188431739807129,3.4119479656219482,5.449338436126709,4.472816467285156,0.22351646423339844,1.665643334388733,0.8649000525474548,1.7463046312332153,1.0,2.3639023303985596,poincare,3,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.3_fourier16_seed34,22.111804962158203,16.798986434936523,22.111804962158203,65.0,0.0,,,,,,0.12166406214237213,15.675718307495117,0.0,1.0,1.8041890859603882,57.874786376953125,3.4786767959594727,6.780562400817871,1.0000001111620804e-06,1.8906257537310012e-06,0.3925640881061554,0.08466842025518417,0.21568049490451813,0.3675000071525574,0.3384999930858612,2.454850196838379,2.6371970176696777,0.9308558106422424,2.377027988433838,2.4894704818725586,0.9548327922821045,6.3622918128967285,6.871097564697266,39.47799301147461,39.55474853515625,0.5088057518005371,1.164509892463684,0.030985238030552864,5.706587791442871,1.0,2.4467275142669678,poincare,5,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.3_fourier16_seed42,23.796907424926758,19.69232177734375,23.796907424926758,59.0,0.0,,,,,,0.1556769460439682,14.03591537475586,0.0,1.0,1.7416244745254517,59.223873138427734,3.2585813999176025,6.414200305938721,1.0000001111620804e-06,1.8698451640375424e-06,0.3740178942680359,0.1063498854637146,0.2843443751335144,0.3580000102519989,0.3461666703224182,2.3775572776794434,2.6917436122894287,0.8832777738571167,2.328439950942993,2.5215182304382324,0.9234277606010437,6.153906345367432,6.98988151550293,38.52629089355469,38.918540954589844,0.835975170135498,1.1633763313293457,0.033041663467884064,5.826505184173584,1.0,2.434018611907959,poincare,5,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.3_fourier16_seed50,22.695676803588867,16.24822235107422,22.695676803588867,62.0,0.0,,,,,,0.19119960069656372,14.15434741973877,0.0,1.0,1.7569717168807983,58.26372528076172,3.286273717880249,6.6250128746032715,1.0000001111620804e-06,1.921681132444064e-06,0.37209826707839966,0.11371103674173355,0.3055941164493561,0.359333336353302,0.34433332085609436,2.3572769165039062,2.6829581260681152,0.878611147403717,2.323620319366455,2.516068696975708,0.9235122799873352,5.96491813659668,6.987163543701172,32.98837661743164,39.92766571044922,1.0222454071044922,1.163231611251831,0.032757289707660675,5.823931694030762,1.0,2.4154675006866455,poincare,5,2,gaussian,checkerboard,60000,0.3,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.5_fourier16_seed34,25.363155364990234,26.41119384765625,25.363155364990234,80.0,0.0,23.450817108154297,23.450817108154297,1.7508268356323242,1.7508268356323242,1.7508264780044556,1.705359697341919,17.682851791381836,0.0,1.0,1.8780570030212402,73.79251861572266,3.713672161102295,6.92353630065918,1.0000001111620804e-06,2.054568085441133e-06,0.39348670840263367,0.1006813794374466,0.25586986541748047,0.3971666693687439,0.34966665506362915,2.216123580932617,2.6371970176696777,0.8403329849243164,2.2869627475738525,2.4894704818725586,0.9186543226242065,5.2375922203063965,6.871097564697266,25.661771774291992,39.55474853515625,1.6335053443908691,1.5404163599014282,0.4861847460269928,5.330681324005127,1.0,2.4012022018432617,poincare,5,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.5_fourier16_seed42,31.910921096801758,26.136186599731445,31.910921096801758,57.5,0.0,,,,,,0.8715381622314453,7.441773891448975,0.0,1.0,1.2769660949707031,57.80253219604492,2.366180896759033,4.5612473487854,1.0000001111620804e-06,2.270913000756991e-06,0.3739001154899597,0.12153609097003937,0.32504960894584656,0.3386666774749756,0.3269999921321869,2.657837152481079,2.6917436122894287,0.9874035120010376,2.4481778144836426,2.5215182304382324,0.9709142446517944,8.018501281738281,6.98988151550293,88.40180969238281,38.918540954589844,-1.0286197662353516,1.5395739078521729,0.5251891613006592,5.450307846069336,1.0,2.4933841228485107,poincare,5,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.5_fourier16_seed50,30.488018035888672,21.484699249267578,30.488018035888672,58.0,0.0,,,,,,0.9553302526473999,7.033143043518066,0.0,1.0,1.2479883432388306,55.93796920776367,2.3109476566314697,4.526472091674805,1.0000001111620804e-06,2.3575973955303198e-06,0.37727341055870056,0.1288987100124359,0.3416586220264435,0.31283333897590637,0.3153333365917206,2.5897696018218994,2.6829581260681152,0.9652665257453918,2.412655830383301,2.516068696975708,0.9588990211486816,7.605425834655762,6.987163543701172,75.86913299560547,39.92766571044922,-0.6182622909545898,1.5387415885925293,0.510554850101471,5.448421955108643,1.0,2.4603612422943115,poincare,5,2,gaussian,checkerboard,60000,0.5,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.7_fourier16_seed34,32.66675567626953,28.026729583740234,32.66675567626953,82.0,0.0,,,,,,4.271028518676758,16.9309139251709,0.0,1.0,1.8751946687698364,80.02661895751953,3.618058919906616,6.802700996398926,1.0000001111620804e-06,2.098534423566889e-06,0.3723781406879425,0.09421006590127945,0.25299566984176636,0.40316668152809143,0.38499999046325684,2.3035225868225098,2.6371970176696777,0.8734738230705261,2.317473888397217,2.4894704818725586,0.9309102892875671,5.695196628570557,6.871097564697266,34.88262176513672,39.55474853515625,1.175900936126709,2.3803470134735107,5.053705215454102,4.490750312805176,1.0,2.4144651889801025,poincare,5,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.7_fourier16_seed42,39.940677642822266,31.422889709472656,39.940677642822266,56.0,0.0,,,,,,2.9102578163146973,5.175344944000244,0.0,1.0,1.0438183546066284,64.95555114746094,1.9915647506713867,3.7123570442199707,1.0000001111620804e-06,3.4043475807266077e-06,0.35973411798477173,0.12417908757925034,0.3451968729496002,0.34983333945274353,0.33250001072883606,2.5806972980499268,2.6917436122894287,0.9587455987930298,2.409309148788452,2.5215182304382324,0.9554994106292725,7.756903171539307,6.98988151550293,87.55078887939453,38.918540954589844,-0.7670211791992188,2.39522123336792,5.989623069763184,4.59466028213501,1.0,2.4737906455993652,poincare,5,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
general__c5_std0.7_fourier16_seed50,34.50114059448242,35.2988395690918,34.50114059448242,83.5,0.0,31.68437957763672,31.68437957763672,4.361300468444824,4.361300468444824,4.361300468444824,4.389877796173096,15.525477409362793,0.0,1.0,1.8322879076004028,87.59364318847656,3.4442076683044434,6.608582496643066,1.0000001111620804e-06,2.0257243704691064e-06,0.4044943153858185,0.10466424375772476,0.25875332951545715,0.3919999897480011,0.38600000739097595,2.286881685256958,2.6829581260681152,0.8523731827735901,2.3091132640838623,2.516068696975708,0.9177464842796326,5.643552303314209,6.987163543701172,35.16529846191406,39.92766571044922,1.343611717224121,2.3927736282348633,5.831303596496582,4.594389915466309,1.0,2.40804123878479,poincare,5,2,gaussian,checkerboard,60000,0.7,,"[0.0, 0.0]",,1,,,False,,
