,train/loss,train/loss_step,train/loss_epoch,nfe,integ_error,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/ambient_sinkhorn_knopp,test_sample/ambient_to_geodesic_sinkhorn_ratio,test_sample/mmd2,test_sample/tangent_mmd2,test_sample/tangent_to_geodesic_mmd2_ratio,test_sample/ambient_mmd2,test_sample/ambient_to_geodesic_mmd2_ratio,test_sample/epsilon_coverage,test_sample/epsilon_coverage_eps,test_sample/epsilon_precision,test_sample/epsilon_precision_eps,test_sample/tangent_epsilon_coverage,test_sample/tangent_epsilon_coverage_eps,test_sample/tangent_epsilon_precision,test_sample/tangent_epsilon_precision_eps,test_sample/ambient_epsilon_coverage,test_sample/ambient_epsilon_coverage_eps,test_sample/ambient_epsilon_precision,test_sample/ambient_epsilon_precision_eps,test_sample/snr_sinkhorn_r_mean,test_sample/snr_sinkhorn_r_std,test_sample/snr_sinkhorn_r,test_sample/snr_sinkhorn_e_mean,test_sample/snr_sinkhorn_e_std,test_sample/snr_sinkhorn_e,test_sample/snr_ratio_sinkhorn_r_over_e,test_sample/snr_sinkhorn_ambient_mean,test_sample/snr_sinkhorn_ambient_std,test_sample/snr_sinkhorn_ambient,test_sample/snr_ratio_sinkhorn_r_over_ambient,test_sample/snr_mmd2_r_mean,test_sample/snr_mmd2_r_std,test_sample/snr_mmd2_r,test_sample/snr_mmd2_e_mean,test_sample/snr_mmd2_e_std,test_sample/snr_mmd2_e,test_sample/snr_ratio_mmd2_r_over_e,test_sample/snr_mmd2_ambient_mean,test_sample/snr_mmd2_ambient_std,test_sample/snr_mmd2_ambient,test_sample/snr_ratio_mmd2_r_over_ambient,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/tangent_frechet_variance_pred,test_sample/tangent_frechet_variance_target,test_sample/tangent_frechet_variance_ratio,test_sample/ambient_frechet_variance_pred,test_sample/ambient_frechet_variance_target,test_sample/ambient_frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/tangent_dispersion_predicted,test_sample/tangent_dispersion_target,test_sample/tangent_dispersion_ratio,test_sample/ambient_dispersion_predicted,test_sample/ambient_dispersion_target,test_sample/ambient_dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/paired_geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions
norm__euc_d16_n2_balanced_s34,0.00936056487262249,0.009590791538357735,0.00936056487262249,56.0,0.0,0.009363937191665173,0.009363937191665173,16.05125617980957,16.05125617980957,15.984835624694824,15.99707317352295,0.18315520882606506,0.0,1.0,0.36433592438697815,1.1725544929504395,0.2244633436203003,0.7717998623847961,0.0,0.0,0.8052933216094971,0.8052933216094971,1.0,0.8052933216094971,1.0,0.00015437602996826172,0.00015437602996826172,1.0,0.00015437602996826172,1.0,0.5065000057220459,0.8038989305496216,0.4964999854564667,0.8038989305496216,0.5065000057220459,0.8038989305496216,0.4964999854564667,0.8038989305496216,0.5065000057220459,0.8038989305496216,0.4964999854564667,0.8038989305496216,0.8206397294998169,0.0009483444155193865,865.3394165039062,0.8205578327178955,0.0010600888635963202,774.0463256835938,1.1179426908493042,0.8206745386123657,0.0006679727230221033,1228.6048583984375,0.7043269276618958,0.0001879572810139507,2.2267451640800573e-05,8.440897941589355,0.00018870037456508726,2.6053463443531655e-05,7.242813587188721,1.165416955947876,0.00018904606986325234,3.461237429291941e-05,5.461805820465088,1.545440912246704,1.6776487827301025,1.6715701818466187,1.0036364793777466,1.6776487827301025,1.6715701818466187,1.0036364793777466,1.6776487827301025,1.6715701818466187,1.0036364793777466,1.8001502752304077,1.7968281507492065,1.001848816871643,1.8001502752304077,1.7968281507492065,1.001848816871643,1.8001502752304077,1.7968281507492065,1.001848816871643,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8016892671585083,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.5, 0.5]",,False
norm__euc_d16_n2_balanced_s42,0.009384695440530777,0.009453849866986275,0.009384695440530777,50.0,0.0,0.009421953931450844,0.009421953931450844,16.00534439086914,16.00534439086914,15.982693672180176,15.982322692871094,0.1473364531993866,0.0,1.0,0.3010405898094177,1.0733500719070435,0.23809292912483215,0.757625162601471,0.0,0.0,0.8073334097862244,0.8073334097862244,1.0,0.8073334097862244,1.0,0.00013744831085205078,0.00013744831085205078,1.0,0.00013744831085205078,1.0,0.4886666536331177,0.7986530661582947,0.4779999852180481,0.7986530661582947,0.4886666536331177,0.7986530661582947,0.4779999852180481,0.7986530661582947,0.4886666536331177,0.7986530661582947,0.4779999852180481,0.7986530661582947,0.8226721286773682,0.0009843993466347456,835.7097778320312,0.8227472901344299,0.0008023722330108285,1025.3935546875,0.8150136470794678,0.8226025104522705,0.0007491920259781182,1097.9862060546875,0.7611294984817505,0.00017071964975912124,2.368218520132359e-05,7.2087788581848145,0.00017110109911300242,2.2027963495929725e-05,7.767449378967285,0.9280754923820496,0.00017699002637527883,2.7052496079704724e-05,6.542466163635254,1.101844310760498,1.6648181676864624,1.6823997497558594,0.9895496964454651,1.6648181676864624,1.6823997497558594,0.9895496964454651,1.6648181676864624,1.6823997497558594,0.9895496964454651,1.7933874130249023,1.8019951581954956,0.9952231645584106,1.7933874130249023,1.8019951581954956,0.9952231645584106,1.7933874130249023,1.8019951581954956,0.9952231645584106,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8043177127838135,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.5, 0.5]",,False
norm__euc_d16_n2_balanced_s50,0.009367727674543858,0.00934310257434845,0.009367727674543858,50.0,0.0,0.009454406797885895,0.009454406797885895,16.086734771728516,16.086734771728516,15.984554290771484,15.9891996383667,0.1423242837190628,0.0,1.0,0.2903515100479126,1.161143183708191,0.24077649414539337,0.7580378651618958,0.0,0.0,0.8084293007850647,0.8084293007850647,1.0,0.8084293007850647,1.0,0.00021648406982421875,0.00021648406982421875,1.0,0.00021648406982421875,1.0,0.48649999499320984,0.803193986415863,0.4986666738986969,0.803193986415863,0.48649999499320984,0.803193986415863,0.4986666738986969,0.803193986415863,0.48649999499320984,0.803193986415863,0.4986666738986969,0.803193986415863,0.8232728838920593,0.0009660387295298278,852.2152709960938,0.8235204219818115,0.0008416397613473237,978.4713134765625,0.8709658980369568,0.8236515522003174,0.0009359242976643145,880.040771484375,0.9683815240859985,0.0002513885556254536,3.381141141289845e-05,7.435020923614502,0.0002519329427741468,3.163377186865546e-05,7.96405029296875,0.9335728287696838,0.0002494096988812089,3.7027133657829836e-05,6.735863208770752,1.103796362876892,1.650334119796753,1.6968529224395752,0.9725852608680725,1.650334119796753,1.6968529224395752,0.9725852608680725,1.650334119796753,1.6968529224395752,0.9725852608680725,1.7853963375091553,1.8098270893096924,0.9865010380744934,1.7853963375091553,1.8098270893096924,0.9865010380744934,1.7853963375091553,1.8098270893096924,0.9865010380744934,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.7940298318862915,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.5, 0.5]",,False
norm__euc_d16_n2_unbalanced_s34,0.009314577095210552,0.00969743262976408,0.009314577095210552,50.0,0.0,0.00936758890748024,0.00936758890748024,15.991718292236328,15.991718292236328,15.91894245147705,15.925186157226562,0.15107831358909607,0.0,1.0,0.3270648121833801,1.1717586517333984,0.20990005135536194,0.726664125919342,0.0,0.0,0.8020712733268738,0.8020712733268738,1.0,0.8020712733268738,1.0,0.00016129016876220703,0.00016129016876220703,1.0,0.00016129016876220703,1.0,0.500166654586792,0.7967450618743896,0.4971666634082794,0.7967450618743896,0.500166654586792,0.7967450618743896,0.4971666634082794,0.7967450618743896,0.500166654586792,0.7967450618743896,0.4971666634082794,0.7967450618743896,0.81735759973526,0.0009392854990437627,870.1908569335938,0.8173680901527405,0.0010327422060072422,791.4541625976562,1.0994834899902344,0.8173961639404297,0.0007876073359511793,1037.8218994140625,0.8384779691696167,0.00019264619913883507,1.8340964743401855e-05,10.503602027893066,0.00019547939882613719,2.3517572117270902e-05,8.312057495117188,1.2636585235595703,0.00019444627105258405,2.7527470592758618e-05,7.063715934753418,1.486979603767395,1.6362903118133545,1.6438419818878174,0.9954060912132263,1.6362903118133545,1.6438419818878174,0.9954060912132263,1.6362903118133545,1.6438419818878174,0.9954060912132263,1.7775111198425293,1.7815498113632202,0.9977330565452576,1.7775111198425293,1.7815498113632202,0.9977330565452576,1.7775111198425293,1.7815498113632202,0.9977330565452576,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.7826995849609375,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.6667]",,False
norm__euc_d16_n2_unbalanced_s42,0.00933559238910675,0.009378422051668167,0.00933559238910675,46.0,0.0,0.0094282366335392,0.0094282366335392,15.973882675170898,15.973882675170898,15.919648170471191,15.912046432495117,0.1535487323999405,0.0,1.0,0.32988864183425903,1.0993496179580688,0.2113751769065857,0.7292481064796448,0.0,0.0,0.8036080598831177,0.8036080598831177,1.0,0.8036080598831177,1.0,0.00013446807861328125,0.00013446807861328125,1.0,0.00013446807861328125,1.0,0.48883333802223206,0.7963674068450928,0.4841666519641876,0.7963674068450928,0.48883333802223206,0.7963674068450928,0.4841666519641876,0.7963674068450928,0.48883333802223206,0.7963674068450928,0.4841666519641876,0.7963674068450928,0.8188542723655701,0.0009412833023816347,869.933837890625,0.8189203143119812,0.0007875437149778008,1039.841064453125,0.8366026878356934,0.8187350034713745,0.000738384376745671,1108.8194580078125,0.7845585942268372,0.00016479492478538305,2.25571002374636e-05,7.305678844451904,0.0001667936594458297,2.3749686079099774e-05,7.022984504699707,1.0402528047561646,0.00017414490866940469,2.8384674806147814e-05,6.135173320770264,1.1907861232757568,1.6360836029052734,1.6511024236679077,0.990903913974762,1.6360836029052734,1.6511025428771973,0.9909036755561829,1.6360836029052734,1.6511025428771973,0.9909036755561829,1.7779101133346558,1.7853572368621826,0.9958288669586182,1.7779101133346558,1.7853572368621826,0.9958288669586182,1.7779101133346558,1.7853572368621826,0.9958288669586182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.788632869720459,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.6667]",,False
norm__euc_d16_n2_unbalanced_s50,0.009310188703238964,0.009375236928462982,0.009310188703238964,62.0,0.0,0.009316973388195038,0.009316973388195038,15.947226524353027,15.947226524353027,15.935542106628418,15.93154525756836,0.1549728661775589,0.0,1.0,0.33180269598960876,1.1878564357757568,0.21176481246948242,0.7375292778015137,0.0,0.0,0.8049613237380981,0.8049613237380981,1.0,0.8049613237380981,1.0,0.0002148151397705078,0.0002148151397705078,1.0,0.0002148151397705078,1.0,0.5066666603088379,0.8045420050621033,0.518666684627533,0.8045420050621033,0.5066666603088379,0.8045420050621033,0.518666684627533,0.8045420050621033,0.5066666603088379,0.8045420050621033,0.518666684627533,0.8045420050621033,0.819648265838623,0.000975492293946445,840.2406005859375,0.8199945688247681,0.0008946559391915798,916.54736328125,0.9167454242706299,0.8200382590293884,0.0009477086714468896,865.28515625,0.971056342124939,0.00024872622452676296,3.093156556133181e-05,8.041177749633789,0.00025204819394275546,3.411047509871423e-05,7.389172554016113,1.0882378816604614,0.00024547975044697523,3.775184086407535e-05,6.502457618713379,1.236636757850647,1.6285876035690308,1.671909213066101,0.9740885496139526,1.6285876035690308,1.671909213066101,0.9740885496139526,1.6285876035690308,1.671909213066101,0.9740885496139526,1.7733075618743896,1.7961488962173462,0.9872832298278809,1.7733075618743896,1.7961488962173462,0.9872832298278809,1.7733075618743896,1.7961488962173462,0.9872832298278809,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.7825087308883667,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.6667]",,False
norm__euc_d16_n3_balanced_s34,0.009427452459931374,0.00963048916310072,0.009427452459931374,56.0,0.0,0.009460064582526684,0.009460064582526684,16.251760482788086,16.251760482788086,16.20582389831543,16.20654296875,0.19521008431911469,0.0,1.0,0.37266063690185547,1.3079700469970703,0.2372426986694336,0.8318502306938171,0.0,0.0,0.820391833782196,0.820391833782196,1.0,0.820391833782196,1.0,0.00019824504852294922,0.00019824504852294922,1.0,0.00019824504852294922,1.0,0.4911666810512543,0.8127689361572266,0.4831666648387909,0.8127689361572266,0.4911666810512543,0.8127689361572266,0.4831666648387909,0.8127689361572266,0.4911666810512543,0.8127689361572266,0.4831666648387909,0.8127689361572266,0.8357782959938049,0.0008953476208262146,933.468017578125,0.8359866738319397,0.0009533276315778494,876.914306640625,1.0644917488098145,0.8357290029525757,0.0008492324268445373,984.0992431640625,0.9485507011413574,0.00024079086142592132,4.104679464944638e-05,5.866252422332764,0.0002218604349764064,4.0688923036213964e-05,5.452600002288818,1.0758633613586426,0.00023101172700989991,4.987216379959136e-05,4.632077693939209,1.2664408683776855,1.6870828866958618,1.6903184652328491,0.9980857968330383,1.6870828866958618,1.6903184652328491,0.9980857968330383,1.6870828866958618,1.6903184652328491,0.9980857968330383,1.8062740564346313,1.8089767694473267,0.9985059499740601,1.8062740564346313,1.8089767694473267,0.9985059499740601,1.8062740564346313,1.8089767694473267,0.9985059499740601,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8033397197723389,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, 0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, -0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.3333, 0.3333]",,False
norm__euc_d16_n3_balanced_s42,0.009462447836995125,0.009258667007088661,0.009462447836995125,56.0,0.0,0.009401236660778522,0.009401236660778522,16.30352783203125,16.30352783203125,16.22905731201172,16.22860336303711,0.20082008838653564,0.0,1.0,0.3799358010292053,1.3466686010360718,0.23757855594158173,0.8292200565338135,0.0,0.0,0.8184118866920471,0.8184118866920471,1.0,0.8184118866920471,1.0,0.00014007091522216797,0.00014007091522216797,1.0,0.00014007091522216797,1.0,0.48249998688697815,0.8093544244766235,0.4741666615009308,0.8093544244766235,0.48249998688697815,0.8093544244766235,0.4741666615009308,0.8093544244766235,0.48249998688697815,0.8093544244766235,0.4741666615009308,0.8093544244766235,0.8337801694869995,0.0008152911905199289,1022.6778564453125,0.8336173295974731,0.0006331889890134335,1316.5379638671875,0.7767933011054993,0.8336153030395508,0.000752377905882895,1107.9742431640625,0.9230158925056458,0.0001810828980524093,3.10483192151878e-05,5.8322930335998535,0.00017011961608659476,3.248785651521757e-05,5.236406326293945,1.1137968301773071,0.0001814524584915489,3.6727546103065833e-05,4.940500259399414,1.1805065870285034,1.690643548965454,1.679964542388916,1.0063567161560059,1.690643548965454,1.679964542388916,1.0063567161560059,1.690643548965454,1.679964542388916,1.0063567161560059,1.807788610458374,1.8033907413482666,1.0024385452270508,1.807788610458374,1.8033907413482666,1.0024385452270508,1.807788610458374,1.8033907413482666,1.0024385452270508,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8078707456588745,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, 0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, -0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.3333, 0.3333]",,False
norm__euc_d16_n3_balanced_s50,0.009446287527680397,0.009456045925617218,0.009446287527680397,56.0,0.0,0.00947047770023346,0.00947047770023346,16.249601364135742,16.249601364135742,16.201793670654297,16.199283599853516,0.20072560012340546,0.0,1.0,0.3812967538833618,1.331847906112671,0.23517920076847076,0.8277440071105957,0.0,0.0,0.8210298418998718,0.8210298418998718,1.0,0.8210298418998718,1.0,0.00018167495727539062,0.00018167495727539062,1.0,0.00018167495727539062,1.0,0.4983333349227905,0.8155776262283325,0.49533334374427795,0.8155776262283325,0.4983333349227905,0.8155776262283325,0.49533334374427795,0.8155776262283325,0.4983333349227905,0.8155776262283325,0.49533334374427795,0.8155776262283325,0.8363533616065979,0.0008535452070645988,979.8583374023438,0.8367751240730286,0.0009191813296638429,910.3482666015625,1.0763554573059082,0.8366463780403137,0.0009688694262877107,863.5285034179688,1.1347144842147827,0.0002202828909503296,2.7894144295714796e-05,7.897101402282715,0.0002193172840634361,3.4912187402369455e-05,6.281968593597412,1.257106065750122,0.00021790267783217132,3.5853427107213065e-05,6.077597141265869,1.2993788719177246,1.6832064390182495,1.6950864791870117,0.9929915070533752,1.6832062005996704,1.6950864791870117,0.9929913878440857,1.6832062005996704,1.6950864791870117,0.9929913878440857,1.8039188385009766,1.8109866380691528,0.9960971474647522,1.8039188385009766,1.8109866380691528,0.9960971474647522,1.8039188385009766,1.8109866380691528,0.9960971474647522,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8080507516860962,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, 0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, -0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.3333, 0.3333, 0.3333]",,False
norm__euc_d16_n3_unbalanced_s34,0.009400329552590847,0.00920199602842331,0.009400329552590847,26.0,0.0,0.009383726865053177,0.009383726865053177,16.253986358642578,16.253986358642578,16.12270164489746,16.119915008544922,0.06394624710083008,0.0,1.0,0.20245544612407684,0.8766595721244812,0.1514573097229004,0.4993588328361511,0.0,0.0,0.8307833075523376,0.8307833075523376,1.0,0.8307833075523376,1.0,0.0006791353225708008,0.0006791353225708008,1.0,0.0006791353225708008,1.0,0.4713333249092102,0.8106221556663513,0.47850000858306885,0.8106221556663513,0.4713333249092102,0.8106221556663513,0.47850000858306885,0.8106221556663513,0.4713333249092102,0.8106221556663513,0.47850000858306885,0.8106221556663513,0.8458574414253235,0.0009339675307273865,905.660400390625,0.8462387919425964,0.0010505528189241886,805.517578125,1.1243211030960083,0.8458316326141357,0.0010822470067068934,781.5513916015625,1.1587982177734375,0.0007230559713207185,5.5429802159778774e-05,13.044534683227539,0.000701562617905438,4.712037116405554e-05,14.88873291015625,0.8761346936225891,0.000710137712303549,5.2947310905437917e-05,13.412158012390137,0.9725903868675232,1.7029043436050415,1.6778231859207153,1.0149486064910889,1.7029043436050415,1.6778231859207153,1.0149486064910889,1.7029043436050415,1.6778231859207153,1.0149486064910889,1.809747338294983,1.8018913269042969,1.0043598413467407,1.809747338294983,1.8018913269042969,1.0043598413467407,1.809747338294983,1.8018913269042969,1.0043598413467407,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.8048728704452515,euclidean,0.0,16,gaussian,mog,60000,0.3,"[0.3, 0.3, 0.3]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, 0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [-0.25, -0.4330127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]",1,"[0.25, 0.25, 0.5]",,False
