,train/loss,train/loss_step,lr-AdamW,train/loss_epoch,nfe,integ_error,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions
2026.05.21__165047,0.0002371853042859584,0.00023689295630902052,9.98756950139068e-05,0.0002371853042859584,20.0,0.0,,,,,,478.54656982421875,0.248213991522789,0.0,1.0,0.4973147511482239,0.5500695705413818,0.029837530106306076,0.5448786616325378,0.0,0.0,7.210126876831055,7.210126876831055,1.0,0.0,0.0,0.0900096669793129,0.03143889829516411,2.8630030155181885,9.596658706665039,5.6651482582092285,1.6939818859100342,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.878821849822998,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__165113,0.001208237954415381,0.0013028242392465472,9.400689305039123e-05,0.001208237954415381,80.0,7.056196773191914e-05,0.0012038040440529585,0.0012038040440529585,-1368.981201171875,-1368.981201171875,-1368.981201171875,-1361.8797607421875,5.084895133972168,0.0,1.0,2.242898464202881,2.749229907989502,0.2325720638036728,2.5799872875213623,1.00644945177919e-06,4.5464474851542036e-07,0.19936805963516235,1.1029819250106812,5.532390117645264,0.4984999895095825,0.5049999952316284,0.07077774405479431,0.09419498592615128,0.7513960599899292,0.3471844792366028,0.38213151693344116,0.9085471034049988,0.0,0.0,0.0,0.0,0.0,0.028790738433599472,0.017214979976415634,-0.028790738433599472,1.0,0.3652154207229614,sphere,1,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165121,0.0002371385635342449,0.00023679841251578182,9.981419862015173e-05,0.0002371385635342449,20.0,0.0,,,,,,478.5103454589844,0.2482016384601593,0.0,1.0,0.49749401211738586,0.5448716878890991,0.026455121114850044,0.5397387146949768,0.0,0.0,7.207425594329834,7.207425594329834,1.0,0.0,0.0,0.09003891795873642,0.031296487897634506,2.8769655227661133,9.59809398651123,5.652358055114746,1.6980689764022827,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,7.880043029785156,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__165143,49.55946350097656,52.05769348144531,9.98756950139068e-05,49.55946350097656,62.0,0.0,,,,,,802.1329345703125,3074.3349609375,0.0,1.0,21.742773056030273,436.3519592285156,50.88671875,120.82299041748047,1.0000001111620804e-06,3.5033654057770036e-06,11.687636375427246,3.862971782684326,0.3305177688598633,0.0,0.0,38.34598159790039,37.1230354309082,1.0329430103302002,11.690144538879395,11.49111557006836,1.0173202753067017,inf,inf,,,,inf,,,1.0,11.706768035888672,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__165224,0.0012637547915801406,0.0011981072602793574,9.730680903885514e-05,0.0012637547915801406,74.0,4.266202449798584e-05,0.0012507474748417735,0.0012507474748417735,-1291.6822509765625,-1291.6822509765625,-1291.6822509765625,-1289.4439697265625,5.039801597595215,0.0,1.0,2.2319905757904053,2.8816611766815186,0.24047496914863586,2.5919103622436523,1.0027562211689656e-06,4.5547270133283746e-07,0.23885853588581085,1.127446174621582,4.720141410827637,0.4726666808128357,0.39883333444595337,0.05992486700415611,0.0931117832660675,0.6435797810554504,0.33484789729118347,0.38006940484046936,0.8810176849365234,0.0,0.0,0.0,0.0,0.0,0.03160528093576431,0.019391411915421486,-0.03160528093576431,1.0,0.359843909740448,sphere,1,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165327,0.22930561006069183,0.22469663619995117,9.969891107175499e-05,0.22930561006069183,50.0,9.467204108659644e-06,,,,,,3.0295982360839844,0.5007155537605286,0.0,1.0,0.6197208166122437,1.5356992483139038,0.34117862582206726,1.2273569107055664,1.0000001111620804e-06,2.7542751013243105e-06,0.27662694454193115,0.019274801015853882,0.06967795640230179,0.47966668009757996,0.47350001335144043,0.9696646928787231,0.9572073817253113,1.013014316558838,1.0675339698791504,1.0654897689819336,1.0019185543060303,0.6870598793029785,0.6891905665397644,0.0453672893345356,0.042912740260362625,0.0021306872367858887,0.9414697289466858,0.003168065333738923,-0.2522791624069214,1.0,1.0656577348709106,sphere,2,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165337,0.0004203015996608883,0.0004195486835669726,9.98756950139068e-05,0.0004203015996608883,20.0,0.0,,,,,,502.552001953125,0.2499951422214508,0.0,1.0,0.4990600049495697,0.5530484318733215,0.03053470328450203,0.5477218627929688,0.0,0.0,9.570000648498535,9.570000648498535,1.0,0.9963333606719971,1.0,0.09000977873802185,0.12519271671772003,0.7189697027206421,9.596665382385254,11.316655158996582,0.8480125069618225,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.488057136535645,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165343,49.98101043701172,43.70164489746094,9.99248877633363e-05,49.98101043701172,66.0,0.0,,,,,,775.2313232421875,2955.501708984375,0.0,1.0,21.564525604248047,430.8663330078125,49.8446159362793,118.6318359375,1.0000001111620804e-06,2.532702637836337e-06,11.685686111450195,3.8623998165130615,0.3305239975452423,0.0,0.0,38.32197189331055,37.116451263427734,1.0324794054031372,11.686243057250977,11.490012168884277,1.0170785188674927,inf,inf,,,,inf,,,1.0,11.704721450805664,poincare,1,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165348,0.22720582783222198,0.21588663756847382,9.974040585802868e-05,0.22720582783222198,50.0,1.0073184967041016e-05,,,,,,3.014949321746826,0.48628872632980347,0.0,1.0,0.606572687625885,1.5102086067199707,0.34374213218688965,1.2210735082626343,1.0000001111620804e-06,2.9229120173113188e-06,0.27213340997695923,0.016764456406235695,0.061603814363479614,0.5113333463668823,0.5115000009536743,0.9672617316246033,0.9801508784294128,0.986849844455719,1.0671954154968262,1.0715594291687012,0.9959273934364319,0.6912662982940674,0.6871845126152039,0.04420865699648857,0.042790912091732025,-0.004081845283508301,0.9411440491676331,0.003254080656915903,-0.253959596157074,1.0,1.072005033493042,sphere,2,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165350,25.0797176361084,35.891090393066406,9.938564471667632e-05,25.0797176361084,60.5,0.0,27.901512145996094,27.901512145996094,1.1054853200912476,1.1054853200912476,1.1054853200912476,1.0401619672775269,40.54746627807617,0.0,1.0,3.2186312675476074,101.54593658447266,5.388798713684082,11.018109321594238,1.0000001111620804e-06,8.909570965442981e-07,0.448481947183609,0.026267915964126587,0.058570731431245804,0.4676666557788849,0.45266667008399963,5.543572425842285,5.651734352111816,0.9808622002601624,3.6552672386169434,3.707443952560425,0.9859265089035034,5.563029766082764,5.944797992706299,20.01438331604004,28.991580963134766,0.38176822662353516,1.0621408224105835,0.0039810677990317345,4.882657051086426,1.0,3.6556386947631836,poincare,2,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165402,27.451671600341797,30.227466583251953,9.969891107175499e-05,27.451671600341797,61.5,0.0,,,,,,1.0844528675079346,42.36455535888672,0.0,1.0,3.2045390605926514,119.0880126953125,5.579212188720703,10.679421424865723,1.0000001111620804e-06,8.825244321997161e-07,0.4524601101875305,0.025077005848288536,0.05542368441820145,0.47600001096725464,0.4621666669845581,5.706187725067139,5.612252712249756,1.016737461090088,3.7199606895446777,3.693538188934326,1.0071537494659424,5.802835941314697,5.836829662322998,22.741573333740234,26.49622917175293,0.03399324417114258,1.0623120069503784,0.004142200108617544,4.774517059326172,1.0,3.702225923538208,poincare,2,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165411,0.00042024266440421343,0.000419601914472878,9.981419862015173e-05,0.00042024266440421343,20.0,0.0,,,,,,502.4801940917969,0.24948489665985107,0.0,1.0,0.4987429082393646,0.5474730730056763,0.027182821184396744,0.5421574711799622,0.0,0.0,9.565093994140625,9.565093994140625,1.0,0.9956666827201843,1.0,0.09003905206918716,0.12490923702716827,0.7208357453346252,9.598100662231445,11.303874015808105,0.8490983843803406,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.489489555358887,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165446,0.0004202334675937891,0.0004197312518954277,9.969891107175499e-05,0.0004202334675937891,20.0,0.0,,,,,,502.6522216796875,0.2519785463809967,0.0,1.0,0.5014444589614868,0.542234480381012,0.023038538172841072,0.5381282567977905,0.0,0.0,9.580815315246582,9.580815315246582,1.0,0.9973333477973938,1.0,0.09006892889738083,0.12558051943778992,0.7172205448150635,9.59982967376709,11.33417797088623,0.8469805717468262,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.505824089050293,euclidean,0,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__165448,0.22626511752605438,0.2281361073255539,9.888164640869945e-05,0.22626511752605438,50.0,4.738569259643555e-06,0.22973701357841492,0.22973701357841492,3.023090124130249,3.023090124130249,3.02308988571167,3.0504705905914307,0.4852505028247833,0.0,1.0,0.6084820628166199,1.5230872631072998,0.338682621717453,1.2212766408920288,1.0000001111620804e-06,2.7964106266153976e-06,0.2744017541408539,0.01842619851231575,0.06715043634176254,0.48649999499320984,0.4819999933242798,0.9728080034255981,0.9605486392974854,1.0127629041671753,1.069368839263916,1.0665677785873413,1.0026261806488037,0.6905937790870667,0.6932980418205261,0.0448484905064106,0.04159922152757645,0.0027042627334594727,0.9421240091323853,0.003108654636889696,-0.2488260269165039,1.0,1.0662362575531006,sphere,2,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165508,0.16634635627269745,0.16032761335372925,9.938564471667632e-05,0.16634635627269745,85.5,6.894270427437732e-06,0.16266843676567078,0.16266843676567078,1.2613290548324585,1.2613290548324585,1.2613290548324585,1.306120753288269,2.0970828533172607,0.0,1.0,1.4394946098327637,1.8757094144821167,0.1574137806892395,1.6448676586151123,1.0000001111620804e-06,7.122390002223256e-07,0.16849875450134277,0.033411040902137756,0.19828657805919647,0.8169999718666077,0.793666660785675,0.1018674299120903,0.10582749545574188,0.9625800251960754,0.39180272817611694,0.38821670413017273,1.0092370510101318,0.3047800064086914,0.2996871769428253,0.01600818522274494,0.01484376285225153,-0.005092829465866089,0.9414697289466858,0.003168065333738923,-0.6417825222015381,1.0,0.3923772871494293,sphere,2,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__165521,26.625699996948242,39.327796936035156,9.98756950139068e-05,26.625699996948242,60.5,0.0,,,,,,1.0934690237045288,38.87345886230469,0.0,1.0,3.1603665351867676,97.08785247802734,5.321565628051758,10.782927513122559,1.0000001111620804e-06,8.927202088671038e-07,0.5148859024047852,0.02239253930747509,0.04349030181765556,0.5005000233650208,0.47866666316986084,5.696135520935059,5.576687335968018,1.0214191675186157,3.715440511703491,3.6731390953063965,1.0115164518356323,5.753881454467773,5.847568988800049,21.00554847717285,27.928298950195312,0.0936875268816948,1.0628358125686646,0.004314052406698465,4.784733295440674,1.0,3.6928610801696777,poincare,2,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__165549,1410.7183837890625,1433.290283203125,9.981419862015173e-05,1410.7183837890625,155.0,0.0,,,,,,-2.1018624305725098,2647.334716796875,0.0,1.0,22.195585250854492,364.27850341796875,46.37759017944336,122.1364517211914,1.0000001111620804e-06,1.316341467827442e-06,0.5394323468208313,0.070515938103199,0.13072249293327332,0.3863333463668823,0.3491666615009308,17.90174674987793,18.65376853942871,0.9596853256225586,7.445849418640137,7.638312339782715,0.9748029708862305,36.37025833129883,40.15998840332031,63.50077438354492,2.7426003157415835e-07,3.7897300720214844,1.0621408224105835,0.0039810677990317345,39.09784698486328,1.0,7.512755393981934,poincare,2,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__165552,1383.740478515625,1358.7078857421875,9.981419862015173e-05,1383.740478515625,155.0,0.0,,,,,,-2.0132718086242676,2667.814453125,0.0,1.0,22.23633575439453,367.72943115234375,46.51616668701172,122.47330474853516,1.0000001111620804e-06,1.301148927268514e-06,0.43953001499176025,0.0642332136631012,0.1461406797170639,0.406333327293396,0.36633333563804626,17.999631881713867,18.671918869018555,0.9639946818351746,7.470446586608887,7.64252233505249,0.9774843454360962,36.73033905029297,40.15998458862305,56.8197021484375,2.7400923841014446e-07,3.429645538330078,1.0623120069503784,0.004142200108617544,39.09767150878906,1.0,7.554708957672119,poincare,2,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
