,train/loss,train/loss_step,lr-AdamW,train/loss_epoch,nfe,integ_error,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions
2026.05.21__173741,16.04158592224121,16.196178436279297,9.98756950139068e-05,16.04158592224121,55.0,0.0,,,,,,-27.58903694152832,1298.017822265625,0.0,1.0,13.811516761779785,319.4114685058594,33.246158599853516,72.9843978881836,1.0000001111620804e-06,3.2361676858272403e-06,4.083588600158691,3.309511184692383,0.810441792011261,0.0,0.0,12.746054649353027,5.961355686187744,2.138113498687744,6.738279342651367,4.301952362060547,1.5663305521011353,inf,inf,,,,inf,,,1.0,5.7112250328063965,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173820,16.104572296142578,14.927906036376953,9.98756950139068e-05,16.104572296142578,56.5,0.0,,,,,,-27.76506805419922,1335.196533203125,0.0,1.0,13.941300392150879,320.41912841796875,33.67772674560547,75.63619232177734,1.0000001111620804e-06,3.3485582662251545e-06,4.0644917488098145,3.308828353881836,0.8140817880630493,0.0,0.0,12.746938705444336,5.949665546417236,2.142463207244873,6.738521575927734,4.29209566116333,1.5699838399887085,inf,inf,,,,inf,,,1.0,5.705470085144043,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173830,16.151378631591797,17.121793746948242,9.981419862015173e-05,16.151378631591797,53.5,0.0,,,,,,-27.597152709960938,1285.5631103515625,0.0,1.0,13.732696533203125,322.3392333984375,33.05504608154297,73.1341781616211,1.0000001111620804e-06,3.2630864552629646e-06,4.103066444396973,3.3216748237609863,0.8095591068267822,0.0,0.0,12.761295318603516,6.0758891105651855,2.1003172397613525,6.742580890655518,4.34720516204834,1.551015019416809,inf,inf,,,,inf,,,1.0,5.734524726867676,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173833,0.0011340475175529718,0.0011276057921350002,9.981419862015173e-05,0.0011340475175529718,55.5,3.0805666028754786e-05,,,,,,-1014.7929077148438,0.2644295394420624,0.0,1.0,0.45469409227371216,1.471566915512085,0.23985479772090912,0.8936792612075806,1.0000001111620804e-06,2.9646707844221964e-06,0.704741358757019,1.7045294046401978,2.4186596870422363,0.2693333327770233,0.14916665852069855,0.7922855615615845,0.8265312314033508,0.9585670828819275,0.900635838508606,0.9068155288696289,0.99318528175354,0.0,8.157871432241959e-32,0.0,0.0,8.157871432241959e-32,0.01839584857225418,0.012032370083034039,-0.01839584857225418,1.0,0.9058834910392761,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173849,27.624359130859375,27.55824851989746,9.98756950139068e-05,27.624359130859375,74.5,0.0,,,,,,-24.365650177001953,2373.7626953125,0.0,1.0,19.039066314697266,373.2899475097656,44.80506134033203,105.5996322631836,1.0000001111620804e-06,4.8829938350536395e-06,6.731607913970947,3.820194959640503,0.5675011277198792,0.0,0.0,12.685888290405273,11.516284942626953,1.1015608310699463,6.721238136291504,6.3852715492248535,1.0526158809661865,inf,inf,,,,inf,,,1.0,6.742702960968018,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__173903,28.191740036010742,28.4814395904541,9.981419862015173e-05,28.191740036010742,71.5,0.0,,,,,,-23.564132690429688,2376.849365234375,0.0,1.0,18.82167625427246,375.71844482421875,44.8643684387207,105.52147674560547,1.0000001111620804e-06,6.38732763036387e-06,6.731314659118652,3.8212528228759766,0.5676829814910889,0.0,0.0,12.6884765625,11.516708374023438,1.1017450094223022,6.721977710723877,6.385396957397461,1.0527108907699585,inf,inf,,,,inf,,,1.0,6.742153644561768,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__173919,0.0011367460247129202,0.0011480008251965046,9.98756950139068e-05,0.0011367460247129202,53.0,4.242360591888428e-05,,,,,,-1020.1327514648438,0.2610727846622467,0.0,1.0,0.4501916170120239,1.4776273965835571,0.24145564436912537,0.8944822549819946,1.0000001111620804e-06,2.9944058042019606e-06,0.7680540084838867,1.699266791343689,2.2124314308166504,0.26883333921432495,0.14633333683013916,0.790601909160614,0.8265782594680786,0.9564756155014038,0.9007997512817383,0.9068969488143921,0.9932767152786255,0.0,9.80060245312344e-32,0.0,0.0,9.80060245312344e-32,0.01895431987941265,0.011974141001701355,-0.01895431987941265,1.0,0.9062270522117615,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173936,0.0011295413132756948,0.0011091927299275994,9.969891107175499e-05,0.0011295413132756948,55.0,3.425280374358408e-05,,,,,,-1013.2491455078125,0.2581791877746582,0.0,1.0,0.44835010170936584,1.4191181659698486,0.2384328842163086,0.8775917291641235,1.0000001111620804e-06,3.036936504940968e-06,0.7406042218208313,1.7007040977478027,2.2963736057281494,0.27549999952316284,0.15416666865348816,0.7949205636978149,0.8264568448066711,0.9618415236473083,0.9004867076873779,0.9069242477416992,0.9929018616676331,0.0,7.710331933272319e-32,0.0,0.0,7.710331933272319e-32,0.020043106749653816,0.012826303951442242,-0.020043106749653816,1.0,0.9064615964889526,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__173951,0.0005946485325694084,0.0006199205527082086,9.730680903885514e-05,0.0005946485325694084,71.0,2.77136769000208e-05,0.0005923265707679093,0.0005923265707679093,-1640.2564697265625,-1640.2564697265625,-1640.2564697265625,-1623.1151123046875,0.9875929951667786,0.0,1.0,0.9743765592575073,1.5178016424179077,0.1952265352010727,1.3091031312942505,1.0000001111620804e-06,1.0710716651374241e-06,0.21217671036720276,1.0852549076080322,5.114863395690918,0.49933332204818726,0.3333333432674408,0.08165738731622696,0.09230294078588486,0.8846673369407654,0.3797304332256317,0.37498876452445984,1.01264488697052,0.0,0.0,0.0,0.0,0.0,0.01839584857225418,0.012032370083034039,-0.01839584857225418,1.0,0.3783002197742462,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174015,0.0005970548372715712,0.0006099528982304037,9.704670083010569e-05,0.0005970548372715712,68.0,3.5062432289123535e-05,0.00060423300601542,0.00060423300601542,-1665.1107177734375,-1665.1107177734375,-1665.1107177734375,-1658.9251708984375,0.9904571771621704,0.0,1.0,0.9748995900154114,1.5228779315948486,0.19987063109874725,1.3265587091445923,1.0000001111620804e-06,1.0723175591920153e-06,0.19742321968078613,0.9976719617843628,5.053468227386475,0.49916666746139526,0.4866666793823242,0.06761126965284348,0.09446742385625839,0.7157098650932312,0.33827143907546997,0.3776373565196991,0.895757257938385,0.0,0.0,0.0,0.0,0.0,0.01895431987941265,0.011974141001701355,-0.01895431987941265,1.0,0.3588689863681793,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174016,28.08738136291504,20.600271224975586,9.974040585802868e-05,28.08738136291504,71.0,0.0,,,,,,-22.792661666870117,2339.831298828125,0.0,1.0,18.637540817260742,375.7762145996094,44.60484313964844,103.61841583251953,1.0000001111620804e-06,7.657972673769109e-06,6.728433609008789,3.8182945251464844,0.5674864053726196,0.0,0.0,12.679145812988281,11.514954566955566,1.101102590560913,6.719335079193115,6.384899616241455,1.0523792505264282,inf,inf,,,,inf,,,1.0,6.739900588989258,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174056,27.766237258911133,27.029666900634766,9.98756950139068e-05,27.766237258911133,84.0,0.0,,,,,,-24.37275505065918,2390.234619140625,0.0,1.0,19.10505485534668,373.26605224609375,44.96574401855469,105.98369598388672,1.0000001111620804e-06,4.869870736001758e-06,6.731555461883545,3.8201181888580322,0.5674941539764404,0.0,0.0,12.685354232788086,11.516291618347168,1.1015138626098633,6.721094608306885,6.3853325843811035,1.0525833368301392,inf,inf,,,,inf,,,1.0,6.742682933807373,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174109,28.130573272705078,26.88043975830078,9.981419862015173e-05,28.130573272705078,83.0,0.0,,,,,,-23.584362030029297,2389.98388671875,0.0,1.0,18.85321044921875,375.640380859375,44.9717903137207,105.59078979492188,1.0000001111620804e-06,6.347472663037479e-06,6.7313361167907715,3.821280002593994,0.5676852464675903,0.0,0.0,12.6885404586792,11.516716003417969,1.1017498970031738,6.722005844116211,6.385468006134033,1.0527037382125854,inf,inf,,,,inf,,,1.0,6.742152214050293,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174128,27.962661743164062,22.18790054321289,9.974040585802868e-05,27.962661743164062,81.5,0.0,,,,,,-22.772615432739258,2322.498291015625,0.0,1.0,18.587444305419922,375.7455749511719,44.4210090637207,103.41426849365234,1.0000001111620804e-06,7.669346814509481e-06,6.728423595428467,3.818302631378174,0.567488431930542,0.0,0.0,12.679226875305176,11.514961242675781,1.1011089086532593,6.719333171844482,6.384946823120117,1.0523711442947388,inf,inf,,,,inf,,,1.0,6.739901542663574,poincare,3,256,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174137,8.016737937927246,7.132926940917969,9.974040585802868e-05,8.016737937927246,69.5,0.0,,,,,,-60.54032897949219,1305.772705078125,0.0,1.0,13.477805137634277,333.75274658203125,33.498748779296875,70.91657257080078,1.0000001111620804e-06,3.3683895708236378e-06,4.0993733406066895,3.3687210083007812,0.8217648863792419,0.0,0.0,12.83035945892334,6.081957817077637,2.109577178955078,6.7625041007995605,4.35348653793335,1.5533535480499268,inf,inf,,,,inf,,,1.0,5.748976707458496,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174144,0.0006018059211783111,0.000595073972363025,9.730680903885514e-05,0.0006018059211783111,68.0,3.6964815080864355e-05,0.0006034442922100425,0.0006034442922100425,-1591.9786376953125,-1591.9786376953125,-1591.9786376953125,-1590.92919921875,1.0038580894470215,0.0,1.0,0.9834327697753906,1.5353546142578125,0.1914171725511551,1.312631607055664,1.0000001111620804e-06,1.0588572649794514e-06,0.2007102072238922,0.9901058673858643,4.933012008666992,0.49816668033599854,0.5161666870117188,0.057167135179042816,0.09342143684625626,0.6119273900985718,0.31619906425476074,0.3757862448692322,0.8414332866668701,0.0,0.0,0.0,0.0,0.0,0.020043106749653816,0.012826303951442242,-0.020043106749653816,1.0,0.34657832980155945,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174230,0.0005901175318285823,0.0006178367184475064,9.730680903885514e-05,0.0005901175318285823,68.5,2.5133291273959912e-05,0.00058668915880844,0.00058668915880844,-1655.3668212890625,-1655.3668212890625,-1655.36669921875,-1632.76171875,0.9912154674530029,0.0,1.0,0.9764555096626282,1.50059175491333,0.19411568343639374,1.303420066833496,1.0000001111620804e-06,1.0680575996957486e-06,0.2114543467760086,1.0672391653060913,5.04713773727417,0.49916666746139526,0.3499999940395355,0.07799820601940155,0.09088015556335449,0.8582534193992615,0.3708316385746002,0.37213078141212463,0.9965088963508606,0.0,0.0,0.0,0.0,0.0,0.01839584857225418,0.012032370083034039,-0.01839584857225418,1.0,0.37238427996635437,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174250,8.075366973876953,7.550554275512695,9.981419862015173e-05,8.075366973876953,72.5,0.0,,,,,,-60.62091827392578,1305.793701171875,0.0,1.0,13.499371528625488,326.1952819824219,33.44875717163086,72.93354797363281,1.0000001111620804e-06,3.728346655407222e-06,4.111069202423096,3.358154535293579,0.8168567419052124,0.0,0.0,12.828207969665527,5.997159957885742,2.139047145843506,6.761904239654541,4.3170342445373535,1.566330909729004,inf,inf,,,,inf,,,1.0,5.73027229309082,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174300,0.0006294643972069025,0.0006015272811055183,9.925681661115959e-05,0.0006294643972069025,63.0,4.6645600377814844e-05,0.0006251503364183009,0.0006251503364183009,-1591.5899658203125,-1591.5899658203125,-1591.58984375,-1584.23388671875,0.9433194398880005,0.0,1.0,0.9543359279632568,1.4991837739944458,0.18017718195915222,1.2644401788711548,1.0000001111620804e-06,1.0893826356550562e-06,0.24265027046203613,1.0148265361785889,4.182260036468506,0.4841666519641876,0.43849998712539673,0.056002795696258545,0.09267833083868027,0.6042706370353699,0.32185500860214233,0.3742092251777649,0.8600937724113464,0.0,0.0,0.0,0.0,0.0,0.01895431987941265,0.011974141001701355,-0.01895431987941265,1.0,0.35109859704971313,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174336,8.047568321228027,8.592653274536133,9.98756950139068e-05,8.047568321228027,72.5,0.0,,,,,,-60.22721481323242,1275.7410888671875,0.0,1.0,13.461811065673828,326.54656982421875,33.042999267578125,71.78726196289062,1.0000001111620804e-06,3.683596560222213e-06,4.131413459777832,3.380575180053711,0.8182611465454102,0.0,0.0,12.823060989379883,6.22349214553833,2.0604286193847656,6.7604780197143555,4.410861492156982,1.532688856124878,inf,inf,,,,inf,,,1.0,5.776890754699707,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174349,13.866642951965332,12.686498641967773,9.99248877633363e-05,13.866642951965332,62.0,0.0,,,,,,-53.70301055908203,2424.949951171875,0.0,1.0,19.052886962890625,377.25079345703125,45.366600036621094,105.81341552734375,1.0000001111620804e-06,4.208208792988444e-06,6.749423980712891,3.882483959197998,0.5752319097518921,0.0,0.0,12.77076530456543,11.513906478881836,1.10916006565094,6.745794296264648,6.385284423828125,1.0564594268798828,inf,inf,,,,inf,,,1.0,6.754601001739502,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174350,0.0005982785951346159,0.0005886220023967326,9.730680903885514e-05,0.0005982785951346159,68.0,2.695620059967041e-05,0.000600815168581903,0.000600815168581903,-1588.8348388671875,-1588.8348388671875,-1588.8348388671875,-1589.7889404296875,1.0059820413589478,0.0,1.0,0.9848396182060242,1.5248336791992188,0.18971997499465942,1.3084630966186523,1.0000062502513174e-06,1.0564623380560079e-06,0.20012453198432922,0.9723399877548218,4.8586745262146,0.4983333349227905,0.5299999713897705,0.05466588959097862,0.09132175892591476,0.5986074805259705,0.3088849186897278,0.3714771270751953,0.8315045833587646,0.0,0.0,0.0,0.0,0.0,0.020043106749653816,0.012826303951442242,-0.020043106749653816,1.0,0.3410497307777405,sphere,3,513,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174404,13.967683792114258,13.701789855957031,9.99248877633363e-05,13.967683792114258,65.0,0.0,,,,,,-53.15080642700195,2413.605224609375,0.0,1.0,18.792274475097656,379.58258056640625,45.28243637084961,104.2859878540039,1.0000001111620804e-06,4.68686266685836e-06,6.750490188598633,3.8817977905273438,0.5750393867492676,0.0,0.0,12.778189659118652,11.515599250793457,1.1096417903900146,6.747877597808838,6.3857598304748535,1.0567070245742798,inf,inf,,,,inf,,,1.0,6.755903720855713,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174413,0.14983932673931122,0.13923591375350952,9.98756950139068e-05,0.14983932673931122,44.0,2.376735210418701e-06,,,,,,1.4427249431610107,0.19025829434394836,0.0,1.0,0.409926176071167,0.7426376938819885,0.14893165230751038,0.6425377130508423,1.0000001111620804e-06,3.108184728262131e-06,0.23836897313594818,0.027520570904016495,0.11545365303754807,0.49166667461395264,0.4925000071525574,0.4139846861362457,0.40110403299331665,1.032112956047058,0.6689925789833069,0.6657237410545349,1.0049102306365967,0.5614818334579468,0.5575278997421265,0.06493626534938812,0.06257890164852142,-0.0039539337158203125,0.8612226843833923,0.01604161411523819,-0.3036947250366211,1.0,0.6685276627540588,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174514,13.971445083618164,12.914535522460938,9.99248877633363e-05,13.971445083618164,63.5,0.0,,,,,,-53.80353546142578,2358.650634765625,0.0,1.0,18.67919921875,376.6865539550781,44.75439453125,102.76290893554688,1.0000001111620804e-06,3.942526291211834e-06,6.749606609344482,3.8811252117156982,0.5750150084495544,0.0,0.0,12.769993782043457,11.512359619140625,1.1092420816421509,6.745590686798096,6.384828567504883,1.0565030574798584,inf,inf,,,,inf,,,1.0,6.754701614379883,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174517,0.14992885291576385,0.14842233061790466,9.981419862015173e-05,0.14992885291576385,44.0,2.3941199742694153e-06,,,,,,1.4179848432540894,0.19088377058506012,0.0,1.0,0.4112106263637543,0.7253286838531494,0.14749933779239655,0.6395944952964783,1.0000001111620804e-06,3.124889190075919e-06,0.23192216455936432,0.02523934096097946,0.10882677882909775,0.5090000033378601,0.49966666102409363,0.41090282797813416,0.3851257264614105,1.0669316053390503,0.6677327156066895,0.6593832969665527,1.012662410736084,0.5597590804100037,0.5544283390045166,0.06522428244352341,0.06256136298179626,-0.0053307414054870605,0.8605703115463257,0.016359271481633186,-0.3061419725418091,1.0,0.6624314188957214,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174535,0.14977236092090607,0.14871805906295776,9.981419862015173e-05,0.14977236092090607,44.0,2.106030706272577e-06,,,,,,1.4488459825515747,0.19027067720890045,0.0,1.0,0.4102453589439392,0.7320252060890198,0.14799706637859344,0.6429058909416199,1.0000001111620804e-06,3.1082126952242106e-06,0.23917344212532043,0.02262108027935028,0.09458023309707642,0.4948333203792572,0.5006666779518127,0.400412380695343,0.39807629585266113,1.0058684349060059,0.6640066504478455,0.6642407178878784,0.9996476173400879,0.5598892569541931,0.5608851909637451,0.06376345455646515,0.06304275244474411,0.000995934009552002,0.8627012372016907,0.015791907906532288,-0.30181604623794556,1.0,0.6668657064437866,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174622,0.09803047776222229,0.09327457845211029,9.938564471667632e-05,0.09803047776222229,67.0,3.4943222999572754e-06,0.0966062843799591,0.0966062843799591,0.18392221629619598,0.18392221629619598,0.18392221629619598,0.21657216548919678,0.4415416121482849,0.0,1.0,0.6529077291488647,0.9979214072227478,0.12306808680295944,0.8434717655181885,1.0000001111620804e-06,1.642925781197846e-06,0.16244101524353027,0.024890515953302383,0.1532280296087265,0.6761666536331177,0.6299999952316284,0.09336722642183304,0.09049411118030548,1.0317492485046387,0.3643890917301178,0.3541141748428345,1.0290157794952393,0.4721683859825134,0.4706171154975891,0.029774639755487442,0.028707539662718773,-0.0015512405661866069,0.8612226843833923,0.01604161411523819,-0.39060550928115845,1.0,0.3610353171825409,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174627,0.09808185696601868,0.09971247613430023,9.925681661115959e-05,0.09808185696601868,65.5,3.1168262921710266e-06,0.09860407561063766,0.09860407561063766,0.1629781574010849,0.1629781574010849,0.1629781424999237,0.16453447937965393,0.4401819109916687,0.0,1.0,0.6513891816139221,0.9829605221748352,0.12574031949043274,0.8447044491767883,1.0000001111620804e-06,1.6441531442978885e-06,0.1625441610813141,0.02259865030646324,0.1390308290719986,0.6704999804496765,0.6464999914169312,0.09201926738023758,0.08980657160282135,1.0246384143829346,0.36114153265953064,0.35356152057647705,1.0214390754699707,0.472007155418396,0.4658886194229126,0.029615743085741997,0.02900203876197338,-0.0061185359954833984,0.8605703115463257,0.016359271481633186,-0.3946816921234131,1.0,0.35740649700164795,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174628,13.828348159790039,13.511224746704102,9.99248877633363e-05,13.828348159790039,64.0,0.0,,,,,,-53.70626449584961,2433.96533203125,0.0,1.0,19.090436935424805,377.2652587890625,45.44593048095703,106.10124969482422,1.0000001111620804e-06,4.2023780224553775e-06,6.7494025230407715,3.882481098175049,0.5752333402633667,0.0,0.0,12.770773887634277,11.513898849487305,1.109161615371704,6.745771408081055,6.385229587554932,1.0564650297164917,inf,inf,,,,inf,,,1.0,6.754544734954834,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",4,,,False
2026.05.21__174645,0.09793031215667725,0.09316037595272064,9.938564471667632e-05,0.09793031215667725,66.5,3.491838697300409e-06,0.09647213667631149,0.09647213667631149,0.1836194097995758,0.1836194097995758,0.18361937999725342,0.2162715643644333,0.44182655215263367,0.0,1.0,0.653114914894104,0.9993343353271484,0.12313452363014221,0.8430741429328918,1.0000001111620804e-06,1.6461385712318588e-06,0.16256743669509888,0.025168312713503838,0.15481767058372498,0.6783333420753479,0.6349999904632568,0.0932098776102066,0.09028252959251404,1.0324243307113647,0.36411288380622864,0.35367801785469055,1.0295038223266602,0.47202497720718384,0.47062069177627563,0.029768122360110283,0.028673358261585236,-0.0014042854309082031,0.8612226843833923,0.01604161411523819,-0.3906019330024719,1.0,0.3606841564178467,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174714,13.994514465332031,12.98759937286377,9.99248877633363e-05,13.994514465332031,61.5,0.0,,,,,,-53.18788146972656,2426.597900390625,0.0,1.0,18.843238830566406,379.46966552734375,45.40645980834961,104.78701782226562,1.0000001111620804e-06,4.655064458347624e-06,6.750381946563721,3.8817262649536133,0.575037956237793,0.0,0.0,12.77759075164795,11.515592575073242,1.1095904111862183,6.747720241546631,6.385725498199463,1.0566880702972412,inf,inf,,,,inf,,,1.0,6.755739688873291,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174720,13.97232437133789,12.526857376098633,9.99248877633363e-05,13.97232437133789,62.5,0.0,,,,,,-53.80291748046875,2325.2958984375,0.0,1.0,18.573579788208008,376.7448425292969,44.43803024291992,101.86499786376953,1.0000001111620804e-06,3.93838945456082e-06,6.749598503112793,3.881131172180176,0.5750166177749634,0.0,0.0,12.770088195800781,11.512350082397461,1.1092512607574463,6.745588779449463,6.384777545928955,1.0565111637115479,inf,inf,,,,inf,,,1.0,6.75469970703125,poincare,3,512,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174735,400.3412780761719,352.0845947265625,9.981419862015173e-05,400.3412780761719,128.5,0.0,,,,,,-1.5702046155929565,467.6943664550781,0.0,1.0,8.835283279418945,203.07611083984375,19.699621200561523,45.842464447021484,1.0000001111620804e-06,2.4517391921108356e-06,0.44879719614982605,0.19571489095687866,0.43608757853507996,0.3229999840259552,0.27533334493637085,4.657474994659424,5.653614044189453,0.8238049149513245,3.5869174003601074,4.057681560516357,0.8839820027351379,18.36481475830078,28.91869354248047,152.6019744873047,196.52777099609375,10.553876876831055,1.164019227027893,0.030698422342538834,27.754671096801758,1.0,3.8103034496307373,poincare,5,2,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False
2026.05.21__174741,0.09812384098768234,0.09948887676000595,9.925681661115959e-05,0.09812384098768234,66.0,3.10440850626037e-06,0.09863701462745667,0.09863701462745667,0.16072624921798706,0.16072624921798706,0.16072623431682587,0.1642434298992157,0.4404999613761902,0.0,1.0,0.651604950428009,0.9830571413040161,0.12589214742183685,0.8451018333435059,1.0000001111620804e-06,1.644609938011854e-06,0.1624773144721985,0.022249916568398476,0.13694168627262115,0.6739999651908875,0.6493332982063293,0.09183182567358017,0.08982984721660614,1.0222864151000977,0.36081641912460327,0.3536795377731323,1.0201789140701294,0.4719484746456146,0.465907484292984,0.029583463445305824,0.029004812240600586,-0.006041020154953003,0.8605703115463257,0.016359271481633186,-0.3946628272533417,1.0,0.35727789998054504,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
2026.05.21__174748,0.09878738224506378,0.08839239180088043,9.896272968035191e-05,0.09878738224506378,67.0,2.8188030682940735e-06,0.09561407566070557,0.09561407566070557,0.20641779899597168,0.20641779899597168,0.20641778409481049,0.1848846822977066,0.443742960691452,0.0,1.0,0.6546207070350647,0.997370183467865,0.12296240031719208,0.8384528160095215,1.0000001111620804e-06,1.658077962929383e-06,0.1592443585395813,0.024672942236065865,0.15493763983249664,0.6791666746139526,0.6416666507720947,0.09033513069152832,0.08962193131446838,1.007957935333252,0.3589492738246918,0.3530815839767456,1.0166184902191162,0.4710303843021393,0.464923620223999,0.02937319502234459,0.02870315872132778,-0.0061067636124789715,0.8627012372016907,0.015791907906532288,-0.39777761697769165,1.0,0.3582302927970886,sphere,5,3,gaussian,gaussian-ring,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",8,,,False
