,train/loss,train/loss_step,train/loss_epoch,nfe,integ_error,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best
general__euc_d16_s34,0.011233462952077389,0.01112664770334959,0.011233462952077389,20.0,0.0,15.41831111907959,0.2504345774650574,0.0,1.0,0.5003857612609863,0.524027407169342,0.006975899450480938,0.5118532180786133,0.0,0.0,0.7696860432624817,0.7696860432624817,1.0,0.4959999918937683,0.49433332681655884,0.09020358324050903,0.09001237154006958,1.002124309539795,1.6725614070892334,1.6710337400436401,1.0009143352508545,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6708621978759766,euclidean,0.0,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d16_s42,0.011172688566148281,0.011391094885766506,0.011172688566148281,36.5,0.0,15.457365036010742,0.26932117342948914,0.0,1.0,0.4977741241455078,1.2862719297409058,0.14654041826725006,0.8023917078971863,0.0,0.0,0.7744393944740295,0.7744393944740295,1.0,0.49433332681655884,0.5034999847412109,0.0913340225815773,0.08987757563591003,1.016204833984375,1.6812962293624878,1.669467568397522,1.0070853233337402,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6772308349609375,euclidean,0.0,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.011152449063956738,0.011152449063956738,15.455936431884766,15.455936431884766,15.455934524536133
general__euc_d16_s50,0.011166049167513847,0.010879063978791237,0.011166049167513847,36.5,0.0,15.441756248474121,0.2708667516708374,0.0,1.0,0.4985116720199585,1.3032786846160889,0.1491159200668335,0.8078886866569519,0.0,0.0,0.7772974967956543,0.7772974967956543,1.0,0.4934999942779541,0.49133333563804626,0.09199024736881256,0.09045828133821487,1.0169354677200317,1.6879013776779175,1.6748965978622437,1.007764458656311,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.6774719953536987,euclidean,0.0,16,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.011235278099775314,0.011235278099775314,15.450769424438477,15.450769424438477,15.450769424438477
general__euc_d256_s34,0.0007028394029475749,0.0007008269894868135,0.0007028394029475749,20.0,0.0,246.7699737548828,0.2458478808403015,0.0,1.0,0.4958101511001587,0.5036934018135071,0.004481982905417681,0.50285804271698,0.0,0.0,5.913273334503174,5.913273334503174,1.0,0.4976666569709778,0.5034999847412109,0.09014909714460373,0.08999090641736984,1.0017578601837158,6.787816524505615,6.781876087188721,1.0008759498596191,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.78579044342041,euclidean,0.0,256,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d256_s42,0.0007026632083579898,0.0007063809898681939,0.0007026632083579898,20.0,0.0,246.77142333984375,0.24850547313690186,0.0,1.0,0.49847403168678284,0.5080651640892029,0.005394835025072098,0.506983757019043,0.0,0.0,5.91105318069458,5.91105318069458,1.0,0.5053333044052124,0.5011666417121887,0.08994615823030472,0.09000394493341446,0.9993579387664795,6.780140399932861,6.782246112823486,0.999689519405365,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.779046058654785,euclidean,0.0,256,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d256_s50,0.0007026131497696042,0.0007018851465545595,0.0007026131497696042,20.0,0.0,246.7705841064453,0.2492675930261612,0.0,1.0,0.49922803044319153,0.5102304220199585,0.006237414199858904,0.5090711116790771,0.0,0.0,5.912254333496094,5.912254333496094,1.0,0.49316665530204773,0.5048333406448364,0.09002836048603058,0.09000004082918167,1.000314712524414,6.783217430114746,6.782174587249756,1.0001537799835205,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.782559871673584,euclidean,0.0,256,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d2_s34,0.07202108949422836,0.073847696185112,0.07202108949422836,38.5,0.0,1.9532815217971802,0.2764202654361725,0.0,1.0,0.5021291375160217,1.3179608583450317,0.15559037029743195,0.8269400000572205,0.0,0.0,0.022169848904013634,0.022169848904013634,1.0,0.4884999990463257,0.5005000233650208,0.10213431715965271,0.0906623974442482,1.1265345811843872,0.5499275922775269,0.5334434509277344,1.0309014320373535,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5427807569503784,euclidean,0.0,2,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.08168666064739227,0.08168666064739227,1.9548187255859375,1.9548187255859375,1.9548184871673584
general__euc_d2_s42,0.07189220190048218,0.07359945774078369,0.07189220190048218,53.5,0.0,1.9277253150939941,0.32890233397483826,0.0,1.0,0.5460909008979797,1.2993133068084717,0.17474393546581268,0.8663231730461121,0.0,0.0,0.0024931225925683975,0.0024931225925683975,1.0,0.4964999854564667,0.49133333563804626,0.09040195494890213,0.08840153366327286,1.022628903388977,0.533663272857666,0.527102530002594,1.0124467611312866,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5267233848571777,euclidean,0.0,2,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.06923876702785492,0.06923876702785492,1.9262267351150513,1.9262267351150513,1.9262266159057617
general__euc_d2_s50,0.0718899667263031,0.07279431819915771,0.0718899667263031,38.0,0.0,1.9740283489227295,0.27816930413246155,0.0,1.0,0.5048813223838806,1.2887296676635742,0.15213969349861145,0.8160551190376282,0.0,0.0,0.023253250867128372,0.023253250867128372,1.0,0.47466665506362915,0.4938333332538605,0.10445857048034668,0.08753042668104172,1.1933971643447876,0.5564407110214233,0.52455073595047,1.0607948303222656,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5433322787284851,euclidean,0.0,2,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.080520398914814,0.080520398914814,1.9597203731536865,1.9597203731536865,1.9597203731536865
general__euc_d3_s34,0.047793153673410416,0.04886705428361893,0.047793153673410416,38.0,0.0,2.8819284439086914,0.3551144599914551,0.0,1.0,0.5678328275680542,1.2824021577835083,0.18050216138362885,0.9136661887168884,0.0,0.0,0.011674361303448677,0.011674361303448677,1.0,0.4988333284854889,0.5065000057220459,0.09008810669183731,0.08987348526716232,1.0023880004882812,0.6767551302909851,0.6767981648445129,0.9999364614486694,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6766956448554993,euclidean,0.0,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.04724174365401268,0.04724174365401268,2.8798508644104004,2.8798508644104004,2.8798506259918213
general__euc_d3_s42,0.047655895352363586,0.05008869990706444,0.047655895352363586,44.0,0.0,2.8890221118927,0.36809948086738586,0.0,1.0,0.5824776887893677,1.304985523223877,0.1695154458284378,0.9195378422737122,0.0,0.0,0.013673719018697739,0.013673719018697739,1.0,0.5061666369438171,0.5024999976158142,0.09101013839244843,0.08998459577560425,1.011396884918213,0.6802293658256531,0.6775373816490173,1.0039732456207275,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6764438152313232,euclidean,0.0,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.04777395725250244,0.04777395725250244,2.8892922401428223,2.8892922401428223,2.889292001724243
general__euc_d3_s50,0.04790939390659332,0.04736063629388809,0.04790939390659332,37.5,0.0,2.882394552230835,0.2790660858154297,0.0,1.0,0.5043521523475647,1.274160623550415,0.15683621168136597,0.8243359923362732,0.0,0.0,0.023271342739462852,0.023271342739462852,1.0,0.49566665291786194,0.5083333253860474,0.09510380029678345,0.08966925740242004,1.0606064796447754,0.6892278790473938,0.6760624647140503,1.019473671913147,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.6788366436958313,euclidean,0.0,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0561564639210701,0.0561564639210701,2.893259048461914,2.893259048461914,2.893258810043335
general__euc_d4_s34,0.03586864098906517,0.035763196647167206,0.03586864098906517,38.0,0.0,3.8507041931152344,0.40499183535575867,0.0,1.0,0.6077466607093811,1.3183826208114624,0.18841467797756195,0.9828705787658691,0.0,0.0,0.03630651533603668,0.03630651533603668,1.0,0.5116666555404663,0.5069999694824219,0.09011027961969376,0.09080377221107483,0.9923627376556396,0.799418032169342,0.8008806705474854,0.9981737732887268,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7979918718338013,euclidean,0.0,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.035536717623472214,0.035536717623472214,3.8458330631256104,3.8458330631256104,3.8458330631256104
general__euc_d4_s42,0.03568429872393608,0.03469426929950714,0.03568429872393608,38.0,0.0,3.8584771156311035,0.38290318846702576,0.0,1.0,0.5917238593101501,1.3319272994995117,0.18047784268856049,0.9421123266220093,0.0,0.0,0.03760453686118126,0.03760453686118126,1.0,0.48483332991600037,0.4894999861717224,0.09236108511686325,0.09019889682531357,1.023971438407898,0.806954562664032,0.7994963526725769,1.0093286037445068,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8046469688415527,euclidean,0.0,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.035931456834077835,0.035931456834077835,3.857471466064453,3.857471466064453,3.857471466064453
general__euc_d4_s50,0.03572827950119972,0.03651241958141327,0.03572827950119972,32.0,0.0,3.90500807762146,0.26618221402168274,0.0,1.0,0.494371622800827,1.2723534107208252,0.1473587304353714,0.8040174245834351,0.0,0.0,0.05002959072589874,0.05002959072589874,1.0,0.4814999997615814,0.4884999990463257,0.09777612239122391,0.08915026485919952,1.0967563390731812,0.8232667446136475,0.7937347292900085,1.0372065305709839,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8071460127830505,euclidean,0.0,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.04362005740404129,0.04362005740404129,3.900343179702759,3.900343179702759,3.900343179702759
general__euc_d512_s34,0.00035158192622475326,0.0003522199112921953,0.00035158192622475326,20.0,0.0,493.5303039550781,0.25409746170043945,0.0,1.0,0.5037045478820801,0.5379087924957275,0.0194524135440588,0.5345612168312073,0.0,0.0,8.732590675354004,8.732590675354004,1.0,0.4571666717529297,0.4946666657924652,0.09008307009935379,0.08995780348777771,1.0013924837112427,9.600580215454102,9.593847274780273,1.0007017850875854,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.598264694213867,euclidean,0.0,512,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d512_s42,0.00035166204907000065,0.0003505084023345262,0.00035166204907000065,20.0,0.0,493.5460510253906,0.25316768884658813,0.0,1.0,0.502727210521698,0.5397637486457825,0.020786382257938385,0.535788893699646,0.0,0.0,8.728673934936523,8.728673934936523,1.0,0.512333333492279,0.5019999742507935,0.08992543816566467,0.09001875668764114,0.9989632368087769,9.592105865478516,9.597147941589355,0.9994745850563049,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.594959259033203,euclidean,0.0,512,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d512_s50,0.000351683993358165,0.0003516027354635298,0.000351683993358165,20.0,0.0,493.5627136230469,0.247752845287323,0.0,1.0,0.4971192479133606,0.541405200958252,0.024976808577775955,0.5369142889976501,0.0,0.0,8.731608390808105,8.731608390808105,1.0,0.5080000162124634,0.5108333230018616,0.08998416364192963,0.09008427709341049,0.9988886713981628,9.595280647277832,9.600579261779785,0.9994481801986694,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.598245620727539,euclidean,0.0,512,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d64_s34,0.0028115110471844673,0.0028003156185150146,0.0028115110471844673,20.0,0.0,61.67768096923828,0.24727824330329895,0.0,1.0,0.49726971983909607,0.5000945925712585,0.001029790611937642,0.49899935722351074,0.0,0.0,2.4886960983276367,2.4886960983276367,1.0,0.4984999895095825,0.49816668033599854,0.09036485105752945,0.0895300880074501,1.0093237161636353,3.3882341384887695,3.372453451156616,1.0046792030334473,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.3824634552001953,euclidean,0.0,64,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d64_s42,0.00281158066354692,0.002832224126905203,0.00281158066354692,20.0,0.0,61.6944694519043,0.24639643728733063,0.0,1.0,0.4963829219341278,0.49799787998199463,0.0006340574473142624,0.49742382764816284,0.0,0.0,2.4894440174102783,2.4894440174102783,1.0,0.49133333563804626,0.5019999742507935,0.08989927172660828,0.09006215631961823,0.9981914162635803,3.3793954849243164,3.382446050643921,0.9990981221199036,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.388120651245117,euclidean,0.0,64,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d64_s50,0.0028122172225266695,0.0027842887211591005,0.0028122172225266695,20.0,0.0,61.691646575927734,0.24498414993286133,0.0,1.0,0.4949549436569214,0.4990001916885376,0.0019405450439080596,0.4980122447013855,0.0,0.0,2.488189697265625,2.488189697265625,1.0,0.49900001287460327,0.5051666498184204,0.08985371142625809,0.08998327702283859,0.9985601305961609,3.3783838748931885,3.3807601928710938,0.9992971420288086,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.3792362213134766,euclidean,0.0,64,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__euc_d8_s34,0.017830846831202507,0.017137819901108742,0.017830846831202507,38.0,0.0,7.7279558181762695,0.4854298233985901,0.0,1.0,0.6644641757011414,1.4332199096679688,0.20925909280776978,1.0782796144485474,0.0,0.0,0.28507184982299805,0.28507184982299805,1.0,0.5043333172798157,0.5080000162124634,0.09083236753940582,0.0907701626420021,1.0006853342056274,1.1681795120239258,1.168280005455017,0.9999139904975891,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1690458059310913,euclidean,0.0,8,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.018246600404381752,0.018246600404381752,7.723293781280518,7.723293781280518,7.723293781280518
general__euc_d8_s42,0.01780279166996479,0.01801961287856102,0.01780279166996479,38.0,0.0,7.720127582550049,0.4610665738582611,0.0,1.0,0.6487905383110046,1.4131414890289307,0.1998099535703659,1.0296406745910645,0.0,0.0,0.284690260887146,0.284690260887146,1.0,0.4898333251476288,0.484499990940094,0.09080350399017334,0.08993904292583466,1.0096116065979004,1.1687736511230469,1.162345290184021,1.0055304765701294,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1652296781539917,euclidean,0.0,8,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.018529556691646576,0.018529556691646576,7.71907377243042,7.71907377243042,7.71907377243042
general__euc_d8_s50,0.01835305243730545,0.017913606017827988,0.01835305243730545,32.0,0.0,7.720975875854492,0.2725130319595337,0.0,1.0,0.49969151616096497,1.2612894773483276,0.15078148245811462,0.8085053563117981,0.0,0.0,0.28852415084838867,0.28852415084838867,1.0,0.4869999885559082,0.4790000021457672,0.09232403337955475,0.08906830102205276,1.0365532636642456,1.1771434545516968,1.1575077772140503,1.0169637203216553,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.1703741550445557,euclidean,0.0,8,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.02146754413843155,0.02146754413843155,7.789853572845459,7.789853572845459,7.7163777351379395
general__sph_d17_c10_s34,0.006738150492310524,0.006586532574146986,0.006738150492310524,56.0,2.359350446567987e-06,-19.59352684020996,0.13831155002117157,0.0,1.0,0.3618023693561554,0.5703878402709961,0.08596604317426682,0.5010843276977539,1.0000001111620804e-06,2.9567620458692545e-06,0.19510315358638763,0.6122692823410034,3.1381824016571045,0.5036666393280029,0.5024999976158142,0.07973950356245041,0.08007926493883133,0.9957571625709534,0.3374311625957489,0.33202284574508667,1.0162889957427979,0.005036202725023031,0.003332225838676095,0.00048406224232167006,7.23327393643558e-05,-0.001703977002762258,0.00410078652203083,0.0013732656370848417,-0.0007685606251470745,1.0,0.3366488516330719,sphere,10,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.006777423433959484,0.006777423433959484,-19.410959243774414,-19.410959243774414,-19.410959243774414
general__sph_d17_c10_s42,0.006750184576958418,0.006776719354093075,0.006750184576958418,56.0,2.78279185295105e-06,-19.524873733520508,0.13826118409633636,0.0,1.0,0.3619740307331085,0.57048499584198,0.0849505364894867,0.49907878041267395,1.0000001111620804e-06,2.946172116935486e-06,0.19479769468307495,0.6083089113235474,3.122772693634033,0.5036666393280029,0.5081666707992554,0.07570631057024002,0.0802503377199173,0.943376898765564,0.33059215545654297,0.33202141523361206,0.9956952929496765,0.004674443043768406,0.0032880872022360563,0.0003845514147542417,7.923592056613415e-05,-0.0013863558415323496,0.003512523602694273,0.001154470955953002,-0.00022443640045821667,1.0,0.33405983448028564,sphere,10,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.006658625323325396,0.006658625323325396,-19.536727905273438,-19.536727905273438,-19.536727905273438
general__sph_d17_c10_s50,0.006851459853351116,0.006873215548694134,0.006851459853351116,56.0,2.555549144744873e-06,-19.61457633972168,0.13615338504314423,0.0,1.0,0.3588595688343048,0.5634366273880005,0.08574192970991135,0.49653294682502747,1.0000001111620804e-06,2.985356786666671e-06,0.19223347306251526,0.6123206615447998,3.1852967739105225,0.5026666522026062,0.5111666321754456,0.07857197523117065,0.07891536504030228,0.9956486225128174,0.3354913294315338,0.3309352695941925,1.0137672424316406,0.005699835252016783,0.003176718484610319,0.0007089393329806626,6.115460564615205e-05,-0.0025231170002371073,0.004754947032779455,0.0017056422075256705,-0.0015782287809997797,1.0,0.3336327373981476,sphere,10,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0068059624172747135,0.0068059624172747135,-19.651477813720703,-19.651477813720703,-19.651477813720703
general__sph_d17_c1_s34,0.11896383762359619,0.11999160051345825,0.11896383762359619,39.0,1.2814998626708984e-06,0.8667756915092468,0.12551531195640564,0.0,1.0,0.33192452788352966,0.6174518465995789,0.12378358095884323,0.5531795620918274,1.0000001111620804e-06,3.4647084703465225e-06,0.8368351459503174,0.7892582416534424,0.9431466460227966,0.4908333420753479,0.49183332920074463,1.446890115737915,1.4420628547668457,1.0033475160598755,1.4300858974456787,1.4288674592971802,1.0008527040481567,0.03640643134713173,0.03654836490750313,0.002302085980772972,0.002285160357132554,0.00014193356037139893,0.04603954404592514,0.0030713726300746202,-0.009491179138422012,1.0,1.429516315460205,sphere,1,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c1_s42,0.11872702091932297,0.11715595424175262,0.11872702091932297,38.0,1.4553467053701752e-06,0.8652855753898621,0.12392259389162064,0.0,1.0,0.3299996554851532,0.6126118302345276,0.12232277542352676,0.5496143698692322,1.0000001111620804e-06,3.4749011774692917e-06,0.95346999168396,0.7876261472702026,0.826062798500061,0.48266667127609253,0.4873333275318146,1.4376235008239746,1.4360846281051636,1.001071572303772,1.427528977394104,1.4269815683364868,1.0003834962844849,0.03603310510516167,0.03737153112888336,0.002209625206887722,0.0024173001293092966,0.0013384259073063731,0.046290040016174316,0.003089098958298564,-0.008918508887290955,1.0,1.430100917816162,sphere,1,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c1_s50,0.11911444365978241,0.11973992735147476,0.11911444365978241,41.0,1.137455342359317e-06,0.8752752542495728,0.12510021030902863,0.0,1.0,0.33205756545066833,0.6082484722137451,0.12161114811897278,0.5509571433067322,1.0000001111620804e-06,3.4476161090424284e-06,0.9495810270309448,0.790163516998291,0.8321179747581482,0.49416667222976685,0.49533334374427795,1.4459129571914673,1.440654993057251,1.0036498308181763,1.4295419454574585,1.4286023378372192,1.0006576776504517,0.036014288663864136,0.03658732399344444,0.002351994626224041,0.002395962830632925,0.000573035329580307,0.04662056639790535,0.0032495553605258465,-0.010033238679170609,1.0,1.4273723363876343,sphere,1,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c2_s34,0.07340089231729507,0.07361287623643875,0.07340089231729507,32.0,5.587935447692871e-07,-4.666598320007324,0.006346914917230606,0.0,1.0,0.07530293613672256,0.15368852019309998,0.025974197313189507,0.11978093534708023,1.0000001111620804e-06,1.5416613678098656e-05,0.8069672584533691,1.1128473281860352,1.3790489435195923,0.49900001287460327,0.5063333511352539,1.273277759552002,1.2838313579559326,0.991779625415802,1.1036128997802734,1.1040287017822266,0.9996233582496643,0.004496440291404724,0.004680096171796322,0.00014613733219448477,0.0002007418079301715,0.00018365588039159775,0.004607388284057379,0.0001776619319571182,7.27078877389431e-05,1.0,1.1042717695236206,sphere,2,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c2_s42,0.07332294434309006,0.07438389956951141,0.07332294434309006,32.0,5.240241875981155e-07,-4.667991638183594,0.00616065226495266,0.0,1.0,0.07432565838098526,0.1518736630678177,0.02516818977892399,0.11733468621969223,1.0000001111620804e-06,1.557593532197643e-05,0.8097292184829712,1.1103363037109375,1.371243953704834,0.4936666786670685,0.49433332681655884,1.275713324546814,1.2837541103363037,0.9937365055084229,1.104234218597412,1.1045008897781372,0.9997585415840149,0.00452719209715724,0.004922516644001007,0.00018246147374156862,0.0001808320521377027,0.00039532454684376717,0.004646272398531437,0.00021792561165057123,0.00027624424546957016,1.0,1.105664610862732,sphere,2,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c2_s50,0.07336713373661041,0.07213866710662842,0.07336713373661041,32.0,5.662441253662109e-07,-4.666615009307861,0.006520355120301247,0.0,1.0,0.075992651283741,0.15832921862602234,0.02725815400481224,0.12218277156352997,1.0000001111620804e-06,1.5679239368182607e-05,0.8240554332733154,1.1136672496795654,1.3514469861984253,0.5071666836738586,0.5115000009536743,1.2896790504455566,1.291783332824707,0.9983710050582886,1.1042433977127075,1.1040947437286377,1.0001345872879028,0.004641893319785595,0.004816340282559395,0.00019356761185918003,0.00021808942256029695,0.0001744469627737999,0.004834488965570927,0.00023944540589582175,-1.814868301153183e-05,1.0,1.1033672094345093,sphere,2,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c3_s34,0.03774302080273628,0.038045287132263184,0.03774302080273628,50.0,3.6259493185752945e-07,-7.901338577270508,0.08083245903253555,0.0,1.0,0.2772115468978882,0.5157594680786133,0.06302759051322937,0.38915276527404785,1.0000001111620804e-06,3.8022051285224734e-06,0.5338970422744751,1.1447622776031494,2.144162893295288,0.503166675567627,0.5379999876022339,0.4465925991535187,0.4495844841003418,0.993345320224762,0.7926218509674072,0.7954643368721008,0.9964267015457153,0.001027605147100985,0.0012547947699204087,1.4545359590556473e-05,4.962143793818541e-05,0.00022718962281942368,0.0007382450858131051,1.5717439964646474e-05,0.0005165496841073036,1.0,0.7943115234375,sphere,3,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c3_s42,0.037743669003248215,0.03810720890760422,0.037743669003248215,50.0,3.6259493185752945e-07,-7.907537937164307,0.08038252592086792,0.0,1.0,0.27618491649627686,0.5206589102745056,0.06390012800693512,0.3886955976486206,1.0000001111620804e-06,3.824150098807877e-06,0.528195321559906,1.1455024480819702,2.1687099933624268,0.5,0.5216666460037231,0.4510890245437622,0.45389771461486816,0.993812084197998,0.7956728339195251,0.797507643699646,0.9976993203163147,0.0010875789448618889,0.0013112872838974,2.482670606696047e-05,2.8412570827640593e-05,0.0002237083244835958,0.000791278260294348,3.088328230660409e-05,0.0005200090236030519,1.0,0.7972779870033264,sphere,3,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d17_c3_s50,0.03765036538243294,0.03858877718448639,0.03765036538243294,50.0,3.7997961044311523e-07,-7.874597549438477,0.08158022165298462,0.0,1.0,0.2784791886806488,0.511299729347229,0.06337012350559235,0.3921882212162018,1.0000001111620804e-06,3.7840700315427966e-06,0.5416002869606018,1.142862319946289,2.1101582050323486,0.5116666555404663,0.5253333449363708,0.4529781639575958,0.4496441185474396,1.0074148178100586,0.796005129814148,0.7955606579780579,1.0005587339401245,0.0011402424424886703,0.0013340924633666873,2.4019151169341058e-05,4.769575025420636e-05,0.00019385002087801695,0.0008531911880709231,3.4594133467180654e-05,0.0004809012752957642,1.0,0.7957322597503662,sphere,3,17,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
