,train/loss,train/loss_step,train/loss_epoch,nfe,integ_error,test/loss,test_vec/rfm_loss,test_vec/alignment,test_vec/finite_fraction,test_vec/norm_mean,test_vec/norm_max,test_vec/norm_std,test_vec/norm_p95,test_vec/tangency_violation_abs,test_vec/tangency_violation_rel,test_sample/sinkhorn_knopp,test_sample/tangent_sinkhorn_knopp,test_sample/tangent_to_geodesic_sinkhorn_ratio,test_sample/epsilon_coverage,test_sample/epsilon_precision,test_sample/frechet_variance_pred,test_sample/frechet_variance_target,test_sample/frechet_variance_ratio,test_sample/dispersion_predicted,test_sample/dispersion_target,test_sample/dispersion_ratio,test_sample/volume_scaling_mean_pred,test_sample/volume_scaling_mean_target,test_sample/volume_scaling_variance_pred,test_sample/volume_scaling_variance_target,test_sample/volume_scaling_gap_target_minus_pred,test_sample/volume_scaling_mean_start,test_sample/volume_scaling_variance_start,test_sample/volume_scaling_gap_start_target,test_sample/finite_fraction,test_sample/geodesic_dist,manifold,curvature,dim,x0_dist,x1_dist,n_samples,std_x0,std_x1,mean_x0,mean_x1,radius_x1,weights,origin,normalize_tangent_distributions,val/rfm_loss,val/rfm_loss_epoch,val/loss,val/loss_epoch,val/loss_best
general__sph_d3_c2_s34,0.10103900730609894,0.1017284244298935,0.10103900730609894,56.0,1.157323481493222e-06,1.837604284286499,0.26140034198760986,0.0,1.0,0.4830203056335449,1.0640747547149658,0.1674097627401352,0.8242144584655762,1.0000001111620804e-06,2.363455450904439e-06,0.20481649041175842,0.005830325651913881,0.02846609428524971,0.7261666655540466,0.721833348274231,0.1839316338300705,0.18054817616939545,1.018739938735962,0.5282139778137207,0.5235806107521057,1.0088493824005127,0.8719684481620789,0.8713698983192444,0.009548602625727654,0.01013366598635912,-0.0005985498428344727,0.9411612749099731,0.0032703718170523643,-0.06979143619537354,1.0,0.5276967883110046,sphere,2,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d3_c2_s42,0.09939951449632645,0.10700814425945282,0.09939951449632645,56.0,8.493661880493164e-07,1.8233966827392578,0.2676907479763031,0.0,1.0,0.49308064579963684,1.0619574785232544,0.15644007921218872,0.7943638563156128,1.0000001111620804e-06,2.3452962523151655e-06,0.20197848975658417,0.005497181788086891,0.02721666544675827,0.721666693687439,0.7303333282470703,0.18004585802555084,0.1817263662815094,0.9907525777816772,0.523278534412384,0.5257848501205444,0.9952331781387329,0.8674241304397583,0.8710257411003113,0.009980140253901482,0.010034219361841679,0.003601551055908203,0.9416430592536926,0.0031446146313101053,-0.07061737775802612,1.0,0.5220242738723755,sphere,2,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.09905755519866943,0.09905755519866943,1.8361736536026,1.8361736536026,1.8361736536026
general__sph_d3_c2_s50,0.09966719150543213,0.10117214918136597,0.09966719150543213,56.0,6.457169661189255e-07,1.8260691165924072,0.26765885949134827,0.0,1.0,0.4930958151817322,1.0678369998931885,0.15643088519573212,0.7892906665802002,1.0000001111620804e-06,2.354663820369751e-06,0.20483210682868958,0.005604802630841732,0.02736290916800499,0.718666672706604,0.7229999899864197,0.18127189576625824,0.1819533258676529,0.9962548613548279,0.5243591666221619,0.5257980823516846,0.9972633719444275,0.8715686202049255,0.8696117401123047,0.009420303627848625,0.010619609616696835,-0.0019568800926208496,0.9413217902183533,0.003225569147616625,-0.07171005010604858,1.0,0.5228859186172485,sphere,2,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.09819966554641724,0.09819966554641724,1.8224973678588867,1.8224973678588867,1.8224972486495972
general__sph_d3_c3_s34,0.10312480479478836,0.10420888662338257,0.10312480479478836,57.0,3.5141904390911805e-06,1.4317020177841187,0.2243553251028061,0.0,1.0,0.4487869441509247,0.8957156538963318,0.15127962827682495,0.7505157589912415,1.0000001111620804e-06,2.589219775472884e-06,0.20199528336524963,0.009693045169115067,0.04798649251461029,0.6299999952316284,0.6211666464805603,0.18580399453639984,0.17996086180210114,1.0324690341949463,0.5246395468711853,0.5176222324371338,1.0135568380355835,0.8177531957626343,0.8173213005065918,0.018565673381090164,0.01940961182117462,-0.0004318356513977051,0.9133246541023254,0.006844448857009411,-0.09600329399108887,1.0,0.5221232175827026,sphere,3,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d3_c3_s42,0.10157890617847443,0.10823976993560791,0.10157890617847443,58.5,5.086263172415784e-06,1.4138957262039185,0.2359188199043274,0.0,1.0,0.46283969283103943,0.9713667035102844,0.1470811814069748,0.7514054179191589,1.0000001111620804e-06,2.487739948264789e-06,0.20261359214782715,0.009800802916288376,0.04837189242243767,0.6225000023841858,0.6331666707992554,0.17895355820655823,0.18187206983566284,0.9839528799057007,0.5156213641166687,0.5207148194313049,0.9902183413505554,0.8102058172225952,0.8170006275177002,0.018960343673825264,0.0193813294172287,0.006794809829443693,0.9140012264251709,0.006606960203498602,-0.0970005989074707,1.0,0.5156217217445374,sphere,3,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.10194633156061172,0.10194633156061172,1.429237961769104,1.429237961769104,1.429237961769104
general__sph_d3_c3_s50,0.1026988998055458,0.11095340549945831,0.1026988998055458,57.0,3.5042564832110656e-06,1.4056562185287476,0.22685320675373077,0.0,1.0,0.4522654116153717,0.9149506092071533,0.14917555451393127,0.751380443572998,1.0000001111620804e-06,2.5101639948843513e-06,0.20256036520004272,0.010058664716780186,0.04965761676430702,0.6146666407585144,0.625499963760376,0.18548718094825745,0.18194375932216644,1.0194753408432007,0.5228180289268494,0.5206515192985535,1.0041611194610596,0.818498969078064,0.8152083158493042,0.018243391066789627,0.020224332809448242,-0.0032905933912843466,0.9135478734970093,0.006773064844310284,-0.0983394980430603,1.0,0.5193617939949036,sphere,3,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d3_c5_s34,0.10371296107769012,0.09878532588481903,0.10371296107769012,54.0,4.383424766274402e-06,0.899198055267334,0.15153519809246063,0.0,1.0,0.3726802468299866,0.7851404547691345,0.11223315447568893,0.5685008764266968,1.0000001111620804e-06,3.0333981158037204e-06,0.2033815234899521,0.01676289737224579,0.08242093771696091,0.5131666660308838,0.5203333497047424,0.18639717996120453,0.1789674013853073,1.0415147542953491,0.5100003480911255,0.5036576986312866,1.012593150138855,0.7251402139663696,0.7284367084503174,0.03830345347523689,0.0383111797273159,0.003296435112133622,0.8606132864952087,0.0164943877607584,-0.13217663764953613,1.0,0.5066666603088379,sphere,5,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d3_c5_s42,0.10431177914142609,0.10438284277915955,0.10431177914142609,57.0,4.3561062739172485e-06,0.9391739368438721,0.1503635197877884,0.0,1.0,0.3713294267654419,0.7856903672218323,0.11155156791210175,0.5676111578941345,1.0000001111620804e-06,3.0418998449022183e-06,0.20242305099964142,0.014509985223412514,0.07168149203062057,0.49816668033599854,0.5066666603088379,0.1820383369922638,0.18169791996479034,1.00187349319458,0.5056188106536865,0.5073615312576294,0.9965651035308838,0.7216206789016724,0.7284858226776123,0.03837025538086891,0.03875429928302765,0.006865144241601229,0.8616028428077698,0.016037803143262863,-0.13311702013015747,1.0,0.502414882183075,sphere,5,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d3_c5_s50,0.10409995168447495,0.09817111492156982,0.10409995168447495,57.5,3.752609018192743e-06,0.9150724411010742,0.1513020545244217,0.0,1.0,0.37165844440460205,0.7960309982299805,0.11456160247325897,0.5738765001296997,1.0000001111620804e-06,3.037968099306454e-06,0.20335514843463898,0.01507465448230505,0.07412970066070557,0.5094999670982361,0.5171666741371155,0.18660010397434235,0.18145234882831573,1.028369665145874,0.510381817817688,0.5070949792861938,1.006481647491455,0.7275776267051697,0.7265992164611816,0.03887118399143219,0.03931381553411484,-0.0009784102439880371,0.86093670129776,0.016417834907770157,-0.13433748483657837,1.0,0.5062713623046875,sphere,5,3,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c10_s34,0.06937476992607117,0.07127095758914948,0.06937476992607117,20.0,1.087784767150879e-06,-0.475504070520401,0.001460182829760015,0.0,1.0,0.03654515743255615,0.06069272756576538,0.011145668104290962,0.053168315440416336,1.0000001111620804e-06,3.112809281446971e-05,0.2629924416542053,0.10694433748722076,0.40664413571357727,0.476500004529953,0.4729999899864197,0.26925745606422424,0.2637633979320526,1.020829439163208,0.4953298270702362,0.4951600730419159,1.000342845916748,0.4240005314350128,0.43238842487335205,0.06221802905201912,0.061840251088142395,0.008387893438339233,0.45887133479118347,0.07123070955276489,-0.02648290991783142,1.0,0.49349087476730347,sphere,10,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c10_s42,0.06926870346069336,0.0686371922492981,0.06926870346069336,20.0,1.1026859283447266e-06,-0.472354531288147,0.0014906494179740548,0.0,1.0,0.03656989708542824,0.06196587160229683,0.01236881036311388,0.0560271255671978,1.0000001111620804e-06,3.220577127649449e-05,0.2655733823776245,0.11361819505691528,0.4278222322463989,0.46683332324028015,0.47333332896232605,0.2654327154159546,0.2707820534706116,0.9802448749542236,0.495113730430603,0.49575772881507874,0.9987010359764099,0.4293351173400879,0.4280449151992798,0.06593640893697739,0.0638342797756195,-0.0012902021408081055,0.4623101055622101,0.07510769367218018,-0.0342651903629303,1.0,0.4994829595088959,sphere,10,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c10_s50,0.06947411596775055,0.06882934272289276,0.06947411596775055,32.0,1.9247333682415046e-07,-0.47848644852638245,0.0015136041911318898,0.0,1.0,0.03705083578824997,0.06642473489046097,0.011853238567709923,0.05445452407002449,1.0000001111620804e-06,3.127072341158055e-05,0.262137770652771,0.11206956207752228,0.42752161622047424,0.4805000126361847,0.48133334517478943,0.26508691906929016,0.26470309495925903,1.0014500617980957,0.49485403299331665,0.49504244327545166,0.9996193647384644,0.42499372363090515,0.42949390411376953,0.06459002941846848,0.06187174469232559,0.00450018048286438,0.4591861665248871,0.07336615771055222,-0.029692262411117554,1.0,0.49039867520332336,sphere,10,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c1_s34,0.10986733436584473,0.11338154226541519,0.10986733436584473,56.0,7.549921861027542e-07,2.9756431579589844,0.304679274559021,0.0,1.0,0.5267143845558167,1.1757773160934448,0.16481144726276398,0.8578749299049377,1.0000001111620804e-06,2.1061109691800084e-06,0.2781747579574585,0.012333912774920464,0.04433871805667877,0.49783334136009216,0.5015000104904175,0.2702638506889343,0.272501140832901,0.9917898178100586,0.6677297949790955,0.6692309379577637,0.9977568984031677,0.8483913540840149,0.8480278253555298,0.00935082882642746,0.010244941338896751,-0.0003635287284851074,0.9151031374931335,0.0039823479019105434,-0.06707525253295898,1.0,0.6633324027061462,sphere,1,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c1_s42,0.10963471978902817,0.10615493357181549,0.10963471978902817,56.0,7.599592208862305e-07,2.973259687423706,0.30009347200393677,0.0,1.0,0.5229474902153015,1.2077504396438599,0.16263248026371002,0.8450457453727722,1.0000001111620804e-06,2.1113244201842463e-06,0.2935218811035156,0.011956144124269485,0.040733400732278824,0.5108333230018616,0.5176666378974915,0.27394357323646545,0.27012208104133606,1.0141472816467285,0.6705686450004578,0.6673908233642578,1.0047615766525269,0.8460018634796143,0.8477903604507446,0.010233219712972641,0.009787598624825478,0.001788496971130371,0.9140183925628662,0.004526115022599697,-0.06622803211212158,1.0,0.6699082851409912,sphere,1,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c1_s50,0.10973652452230453,0.10329476743936539,0.10973652452230453,56.0,7.202227720881638e-07,2.9890127182006836,0.3047949969768524,0.0,1.0,0.5272706151008606,1.2004759311676025,0.16323885321617126,0.8518313765525818,1.0000001111620804e-06,2.0920149381709052e-06,0.2826387286186218,0.012075108475983143,0.04272276908159256,0.5094999670982361,0.5011666417121887,0.27426931262016296,0.2678096890449524,1.0241202116012573,0.6713207364082336,0.6637552380561829,1.0113980770111084,0.8433588743209839,0.8482765555381775,0.010133200325071812,0.009908980689942837,0.004917621612548828,0.9140364527702332,0.00434115482494235,-0.06575995683670044,1.0,0.6637679934501648,sphere,1,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c2_s34,0.11278709024190903,0.11534866690635681,0.11278709024190903,56.0,5.01672445807344e-07,1.937084436416626,0.2364692986011505,0.0,1.0,0.45943713188171387,0.9542809128761292,0.1591542661190033,0.7810862064361572,1.0000001111620804e-06,2.447569386276882e-06,0.27442508935928345,0.02850511483848095,0.10387211292982101,0.49783334136009216,0.500166654586792,0.2707067131996155,0.27214398980140686,0.9947186708450317,0.6549172401428223,0.6563326716423035,0.9978434443473816,0.7341728806495667,0.7326543927192688,0.024899408221244812,0.027151573449373245,-0.0015184283256530762,0.839425265789032,0.012793251313269138,-0.10677087306976318,1.0,0.6500102281570435,sphere,2,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c2_s42,0.11174289882183075,0.10749545693397522,0.11174289882183075,56.0,4.867712846134964e-07,1.9349232912063599,0.2372121512889862,0.0,1.0,0.4618417024612427,0.9641246795654297,0.15418173372745514,0.7702859044075012,1.0000001111620804e-06,2.418531494186027e-06,0.2926907539367676,0.02686544880270958,0.09178782999515533,0.5074999928474426,0.5131666660308838,0.2741751968860626,0.27106982469558716,1.01145601272583,0.6584314703941345,0.6562100648880005,1.0033851861953735,0.7295728325843811,0.7308955192565918,0.026923244819045067,0.026730189099907875,0.0013226866722106934,0.8378776907920837,0.014366401359438896,-0.10698216408491135,1.0,0.6592639684677124,sphere,2,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c2_s50,0.1110915094614029,0.1059819906949997,0.1110915094614029,56.0,1.4106432217886322e-06,1.9513585567474365,0.2431257665157318,0.0,1.0,0.47159725427627563,0.9663003087043762,0.14359864592552185,0.7526925206184387,1.0000001111620804e-06,2.3372572286461946e-06,0.2861833870410919,0.027327319607138634,0.09548883885145187,0.5094999670982361,0.5073333382606506,0.2706940174102783,0.2682916522026062,1.0089542865753174,0.6549359560012817,0.6521522998809814,1.0042684078216553,0.7249546051025391,0.7327547073364258,0.026653366163372993,0.026592284440994263,0.007800102233886719,0.837752103805542,0.013817166909575462,-0.10499739646911621,1.0,0.6496564149856567,sphere,2,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.10946665704250336,0.10946665704250336,1.9593584537506104,1.9593584537506104,1.9593584537506104
general__sph_d4_c3_s34,0.11287859082221985,0.11646892130374908,0.11287859082221985,56.0,1.0604659337332123e-06,1.335057020187378,0.17297589778900146,0.0,1.0,0.3963835835456848,0.7306877970695496,0.12580068409442902,0.6399593353271484,1.0000001111620804e-06,2.811588728945935e-06,0.27674826979637146,0.044697996228933334,0.1615113914012909,0.48616665601730347,0.4906666576862335,0.2739246189594269,0.2718614935874939,1.0075888633728027,0.6426434516906738,0.6416265368461609,1.0015848875045776,0.643417239189148,0.6450361609458923,0.03969526290893555,0.041723303496837616,0.0016189217567443848,0.7718639373779297,0.023300178349018097,-0.12682777643203735,1.0,0.6364619135856628,sphere,3,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c3_s42,0.11209838837385178,0.10801256448030472,0.11209838837385178,56.0,1.2814998626708984e-06,1.3286205530166626,0.1730281114578247,0.0,1.0,0.39589622616767883,0.739891529083252,0.12731729447841644,0.6380739808082581,1.0000001111620804e-06,2.8196529910928803e-06,0.2846049666404724,0.04478302597999573,0.1573515236377716,0.5019999742507935,0.5016666650772095,0.2759757936000824,0.27174288034439087,1.015576958656311,0.645046055316925,0.6426993012428284,1.0036513805389404,0.6409056782722473,0.6418264508247375,0.042081937193870544,0.04187288135290146,0.0009207725524902344,0.7703152894973755,0.025875750929117203,-0.12848877906799316,1.0,0.6468760967254639,sphere,3,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c3_s50,0.1122235432267189,0.10624140501022339,0.1122235432267189,56.0,2.6573736704449402e-06,1.3352527618408203,0.17467965185642242,0.0,1.0,0.3981589078903198,0.7530187964439392,0.1267899125814438,0.6419813632965088,1.0000001111620804e-06,2.7908472475246526e-06,0.2816193103790283,0.04430761560797691,0.15733161568641663,0.5088333487510681,0.5084999799728394,0.2724994421005249,0.26861587166786194,1.0144577026367188,0.6414539217948914,0.6384430527687073,1.004715919494629,0.6372267007827759,0.6449241042137146,0.04178690165281296,0.04106585308909416,0.007697403430938721,0.7699308395385742,0.024952813982963562,-0.12500673532485962,1.0,0.6358096599578857,sphere,3,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c5_s34,0.1048869788646698,0.10970872640609741,0.1048869788646698,44.0,9.189049592350784e-07,0.5718808174133301,0.0765620619058609,0.0,1.0,0.2675955593585968,0.43783244490623474,0.07031229883432388,0.38808515667915344,1.0000001111620804e-06,4.08633559345617e-06,0.28143298625946045,0.07358833402395248,0.2614772915840149,0.4948333203792572,0.4911666810512543,0.2762652039527893,0.27163252234458923,1.0170549154281616,0.6079844832420349,0.605586051940918,1.0039604902267456,0.5216665863990784,0.5290111899375916,0.05607246235013008,0.05853559821844101,0.007344603072851896,0.6573599576950073,0.04335412010550499,-0.12834876775741577,1.0,0.6022951602935791,sphere,5,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d4_c5_s42,0.10440586507320404,0.10559919476509094,0.10440586507320404,44.0,9.735425692269928e-07,0.5560206770896912,0.0774538666009903,0.0,1.0,0.2688559889793396,0.44948041439056396,0.07175077497959137,0.39108723402023315,1.0000001111620804e-06,4.071343482792145e-06,0.2830430865287781,0.07418948411941528,0.2621137499809265,0.500333309173584,0.5119999647140503,0.2713813781738281,0.2726813554763794,0.9952326416969299,0.6049267053604126,0.6078729033470154,0.9951532483100891,0.524884819984436,0.5241273641586304,0.05987808108329773,0.05989833176136017,-0.0007574558258056641,0.6567085981369019,0.04722415655851364,-0.13258123397827148,1.0,0.6115574240684509,sphere,5,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.10589821636676788,0.10589821636676788,0.55106520652771,0.55106520652771,0.5510650873184204
general__sph_d4_c5_s50,0.10468001663684845,0.10342521965503693,0.10468001663684845,44.0,9.139378676081833e-07,0.5532146692276001,0.07739952951669693,0.0,1.0,0.26895466446876526,0.4544183015823364,0.07105027139186859,0.3905303478240967,1.0000001111620804e-06,4.048730716021964e-06,0.2805907428264618,0.07187996059656143,0.25617367029190063,0.5053333044052124,0.5108333230018616,0.27058538794517517,0.2690291404724121,1.0057846307754517,0.6040970087051392,0.6038590669631958,1.0003939867019653,0.5189104080200195,0.5282763838768005,0.057868484407663345,0.05794311687350273,0.009365975856781006,0.6556004881858826,0.04576028883457184,-0.12732410430908203,1.0,0.5993639826774597,sphere,5,4,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d513_c10_s34,0.00017277480219490826,0.00016526399122085422,0.00017277480219490826,64.5,1.3669331565324683e-05,-1628.4652099609375,0.1564905196428299,0.0,1.0,0.3816811442375183,0.5927019119262695,0.10383379459381104,0.5263435244560242,1.0000001111620804e-06,3.067260877287481e-06,0.24244467914104462,1.1343498229980469,4.678798675537109,0.4896666705608368,0.2668333351612091,0.138954296708107,0.07339182496070862,1.89332115650177,0.42432618141174316,0.32320043444633484,1.312888503074646,1.258002924921231e-12,0.0,9.471272135901152e-21,0.0,-1.258002924921231e-12,1.1869087934712752e-09,7.851772651382236e-15,-1.1869087934712752e-09,1.0,0.38463687896728516,sphere,10,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.00017694910638965666,0.00017694910638965666,-1617.2513427734375,-1617.2513427734375,-1617.251220703125
general__sph_d513_c10_s42,0.0001733664539642632,0.00017087043670471758,0.0001733664539642632,68.0,2.0522624254226685e-05,-1675.5562744140625,0.15690279006958008,0.0,1.0,0.37989160418510437,0.6087868809700012,0.11196347326040268,0.5291536450386047,1.0000001111620804e-06,3.1866113658907125e-06,0.2280033826828003,1.1183242797851562,4.904858589172363,0.4945000112056732,0.2628333270549774,0.10997399687767029,0.07622679322957993,1.4427210092544556,0.4000166952610016,0.3281014561653137,1.2191859483718872,1.7680825920381342e-38,0.0,0.0,0.0,-1.7680825920381342e-38,0.0001648879115236923,0.00016106283874250948,-0.0001648879115236923,1.0,0.3701291084289551,sphere,10,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0001707277842797339,0.0001707277842797339,-1674.843017578125,-1674.843017578125,-1674.843017578125
general__sph_d513_c10_s50,0.00017161527648568153,0.00018479760910850018,0.00017161527648568153,79.0,4.6759843826293945e-05,-1674.0081787109375,0.15853585302829742,0.0,1.0,0.3829214572906494,0.6036354303359985,0.10901682823896408,0.5250630974769592,1.0000001111620804e-06,3.1401293654198525e-06,0.2135133594274521,0.9957000613212585,4.663408279418945,0.4925000071525574,0.3453333377838135,0.07638874650001526,0.07276730984449387,1.0497673749923706,0.3472318649291992,0.32142940163612366,1.0802741050720215,5.404664886521437e-31,0.0,0.0,0.0,-5.404664886521437e-31,5.6781161106300715e-08,1.9339188236933147e-11,-5.6781161106300715e-08,1.0,0.336215615272522,sphere,10,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0001692400110187009,0.0001692400110187009,-1677.501708984375,-1677.501708984375,-1677.50146484375
general__sph_d513_c1_s34,0.000914059579372406,0.0008973088697530329,0.000914059579372406,59.0,9.26610009628348e-05,-869.6384887695312,0.29423192143440247,0.0,1.0,0.5223375558853149,1.5937085151672363,0.14582698047161102,0.8012467622756958,1.0000001111620804e-06,2.0153458990535e-06,0.4254925847053528,0.32094791531562805,0.7542972564697266,0.4934999942779541,0.5375000238418579,0.2625047266483307,0.29683244228363037,0.8843531608581543,0.6900940537452698,0.7246576547622681,0.9523036479949951,1.852370923316471e-09,1.541619262801497e-11,1.1637748298307376e-16,4.6220990665291375e-21,-1.8369546994634334e-09,0.028704870492219925,0.01705353520810604,-0.028704870492219925,1.0,0.7076764106750488,sphere,1,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d513_c1_s42,0.0009143053903244436,0.0008995731477625668,0.0009143053903244436,57.0,7.891406858107075e-05,-869.612060546875,0.2919168174266815,0.0,1.0,0.521093487739563,1.4848883152008057,0.14217625558376312,0.8040316700935364,1.0000001111620804e-06,2.0171298729110276e-06,0.4050033390522003,0.3202575445175171,0.7907528281211853,0.4925000071525574,0.5293333530426025,0.26162225008010864,0.29718828201293945,0.8803248405456543,0.6888412237167358,0.7239428758621216,0.9515132904052734,1.7885011249774152e-09,1.5997625099628543e-11,1.0920243894044999e-16,4.772766703152047e-21,-1.7725034773263815e-09,0.029373275116086006,0.017816249281167984,-0.029373275116086006,1.0,0.7059583067893982,sphere,1,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d513_c1_s50,0.0009170417906716466,0.0009300445090048015,0.0009170417906716466,56.0,8.715937292436138e-05,-868.3663330078125,0.29443204402923584,0.0,1.0,0.5233855843544006,1.4905253648757935,0.14227129518985748,0.8016015887260437,1.0000001111620804e-06,2.0082432001800044e-06,0.3958033323287964,0.3222461938858032,0.8141573667526245,0.49300000071525574,0.5451666712760925,0.25948017835617065,0.3016774356365204,0.8601245880126953,0.6871761679649353,0.7303322553634644,0.9409089088439941,1.542216354621928e-09,1.519172808384095e-11,8.828512574412755e-17,4.6559262299385815e-21,-1.5270246178644697e-09,0.027287255972623825,0.01580236293375492,-0.027287255972623825,1.0,0.7090247273445129,sphere,1,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,,,,,
general__sph_d513_c2_s34,0.000184047210495919,0.00017971933993976563,0.000184047210495919,59.5,2.5043884306796826e-05,-1026.2716064453125,0.2588156759738922,0.0,1.0,0.5019009709358215,1.3993059396743774,0.08231115341186523,0.6185576915740967,1.0000001111620804e-06,2.027207756327698e-06,0.15718883275985718,0.7897387146949768,5.024139881134033,0.49916666746139526,0.5253333449363708,0.03641398996114731,0.05957813188433647,0.611197292804718,0.24894607067108154,0.30467888712882996,0.8170768022537231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2773761451244354,sphere,2,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0001876789756352082,0.0001876789756352082,-1028.74365234375,-1028.74365234375,-1028.74365234375
general__sph_d513_c2_s42,0.0001808512897696346,0.00017581121937837452,0.0001808512897696346,60.0,4.889567571808584e-05,-1028.8460693359375,0.2550429403781891,0.0,1.0,0.4993540048599243,1.2537600994110107,0.07455556094646454,0.6139224767684937,1.0000001111620804e-06,2.0335387489467394e-06,0.15591959655284882,0.7988345623016357,5.123374938964844,0.49916666746139526,0.5193333029747009,0.038454651832580566,0.06122244894504547,0.6281136274337769,0.25385212898254395,0.30758097767829895,0.8253180384635925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28118419647216797,sphere,2,513,gaussian,gaussian,60000,0.3,0.3,"[0.0, 0.0, 0.0]","[0.8, 0.0, 0.0]",1,,,False,0.0001775353157427162,0.0001775353157427162,-1033.3218994140625,-1033.3218994140625,-1033.32177734375
